r g mean median sd
65 6 0.11912 0.04 0.149470957604369
65 7 0.10396 0 0.144793935244829
65 8 0.08548 0 0.141357530933274
65 9 0.0732 0 0.133231793167812
65 10 0.06468 0 0.129681590501177
65 11 0.05944 0 0.125842451989473
65 12 0.05248 0 0.120104432368979
65 13 0.04884 0 0.118287134745272
65 14 0.04564 0 0.116134739323243
65 15 0.045 0 0.118565837650893
65 16 0.04268 0 0.117174004571609
65 17 0.03592 0 0.104601601780733
65 18 0.03496 0 0.103140857260527
65 19 0.03336 0 0.101515593953913
65 20 0.03384 0 0.106443339784998
65 21 0.03232 0 0.103210804037514
66 0 0.259116 0.249 0.130331803190637
66 1 0.22 0.2 0.15314651107307
66 2 0.16872 0.12 0.155494501961131
66 3 0.14508 0.08 0.156579407045469
66 4 0.13772 0.08 0.159261312834491
66 5 0.12796 0.04 0.151492535751397
66 6 0.13064 0.04 0.160316224043893
66 7 0.12312 0 0.161613069967699
66 8 0.1104 0 0.156039059815766
66 9 0.0972 0 0.148942753915536
66 10 0.09204 0 0.147186624060416
66 11 0.08568 0 0.143837501461986
66 12 0.08776 0 0.148032753457119
66 13 0.06888 0 0.129139547090048
66 14 0.06624 0 0.13287406789106
66 15 0.06084 0 0.135735472587377
66 16 0.04964 0 0.119745602881314
66 17 0.03884 0 0.10510995434545
66 18 0.03632 0 0.10450923298819
66 19 0.02956 0 0.092643344009104
66 20 0.02808 0 0.0919868206602183
66 21 0.02488 0 0.0814396587543073
67 0 0.251429 0.2455 0.127320373218258
67 1 0.22708 0.2 0.14516110135069
67 2 0.20652 0.2 0.150979085585667
67 3 0.19004 0.16 0.160354956618472
67 4 0.15472 0.08 0.159692276654894
67 5 0.13428 0.08 0.156680024987968
67 6 0.11832 0.04 0.152686904778671
67 7 0.10268 0 0.144457902814923
67 8 0.08528 0 0.134627806363493
67 9 0.0658 0 0.117749840870487
67 10 0.05844 0 0.116337013459607
67 11 0.05076 0 0.111487451544341
67 12 0.048 0 0.116485058135234
67 13 0.0432 0 0.109757034428808
67 14 0.04056 0 0.110674003881377
67 15 0.0412 0 0.112135339364245
67 16 0.0376 0 0.104852439332779
67 17 0.03264 0 0.0938223482600656
67 18 0.02876 0 0.0858150722578885
67 19 0.02956 0 0.0893162011271403
67 20 0.02596 0 0.080893894838994
67 21 0.02432 0 0.0796824126572915
68 0 0.257138 0.248 0.126918695672904
68 1 0.23196 0.24 0.146860908776047
68 2 0.19832 0.2 0.157895245363844
68 3 0.17344 0.16 0.161866510332333
68 4 0.14356 0.08 0.160829078192945
68 5 0.119 0.04 0.151825066609078
68 6 0.10944 0 0.151243383197286
68 7 0.10232 0 0.150363648621689
68 8 0.09344 0 0.148845965754943
68 9 0.07784 0 0.140053380356739
68 10 0.06544 0 0.133474423848997
68 11 0.06004 0 0.128001495236512
68 12 0.0552 0 0.123800996307327
68 13 0.05076 0 0.119099988275429
68 14 0.04192 0 0.101840488436992
68 15 0.03936 0 0.101636215594247
68 16 0.038 0 0.100700250945767
68 17 0.03408 0 0.0971266553896879
68 18 0.02892 0 0.0908398892859601
68 19 0.02612 0 0.0876300440752178
68 20 0.02448 0 0.084474052024663
68 21 0.02336 0 0.0824931240499202
69 0 0.251628 0.229 0.130683226627298
69 1 0.22264 0.2 0.145629111918731
69 2 0.19624 0.16 0.158830379617658
69 3 0.14608 0.08 0.158172222757512
69 4 0.12484 0.04 0.157459098713818
69 5 0.10276 0 0.14874981986177
69 6 0.08084 0 0.134782271314371
69 7 0.08148 0 0.138203146526082
69 8 0.08224 0 0.143542282226481
69 9 0.07704 0 0.144585418847626
69 10 0.0706 0 0.138805284146198
69 11 0.06808 0 0.137771167137738
69 12 0.05948 0 0.124344646813569
69 13 0.05392 0 0.121945497269495
69 14 0.04896 0 0.113799247223647
69 15 0.0454 0 0.109707227089539
69 16 0.04584 0 0.109633543744211
69 17 0.04748 0 0.116333929630109
69 18 0.04604 0 0.114824662434092
69 19 0.04396 0 0.112876301584786
69 20 0.04236 0 0.107857608278988
69 21 0.04528 0 0.117010311567028
70 0 0.259882 0.25 0.129102911034715
70 1 0.23556 0.24 0.147242544010781
70 2 0.21844 0.2 0.160252448490646
70 3 0.19476 0.16 0.166657484431744
70 4 0.16816 0.12 0.164804657018468
70 5 0.15944 0.08 0.1696952647627
70 6 0.139 0.04 0.166462938547624
70 7 0.13488 0 0.170991882333121
70 8 0.11412 0 0.160386874617437
70 9 0.0974 0 0.14852642896165
70 10 0.08092 0 0.141562684326038
70 11 0.06036 0 0.116580707930006
70 12 0.0598 0 0.124306927450614
70 13 0.05404 0 0.120803443129208
70 14 0.04988 0 0.119230035651263
70 15 0.04788 0 0.119379047395081
70 16 0.04312 0 0.110906112391364
70 17 0.04048 0 0.106274474187661
70 18 0.03848 0 0.107015615411686
70 19 0.03572 0 0.102778621536996
70 20 0.03156 0 0.0921545379178847
70 21 0.03156 0 0.0957179624121216
71 0 0.254012 0.246 0.129017546804237
71 1 0.22556 0.24 0.15525846705282
71 2 0.19452 0.16 0.158936561024927
71 3 0.1662 0.12 0.162330253221977
71 4 0.13724 0.08 0.155498431381677
71 5 0.09512 0 0.141894043284133
71 6 0.07816 0 0.132222907611719
71 7 0.07672 0 0.136146161816547
71 8 0.06528 0 0.125694553265926
71 9 0.05212 0 0.114104010995781
71 10 0.04968 0 0.116316065214686
71 11 0.04152 0 0.10191013332969
71 12 0.03468 0 0.0990469984800545
71 13 0.03468 0 0.103800154489635
71 14 0.033 0 0.100723111276137
71 15 0.03124 0 0.0965721936614706
71 16 0.03008 0 0.0952316263783343
71 17 0.027 0 0.0905671154581088
71 18 0.02464 0 0.0858757535340741
71 19 0.02232 0 0.0806841219046692
71 20 0.02052 0 0.0768533410857071
71 21 0.02172 0 0.0841387004946055
72 0 0.252214 0.247 0.12868179050358
72 1 0.224 0.2 0.152381166881016
72 2 0.15924 0.12 0.148250465768579
72 3 0.12336 0.04 0.147113400996486
72 4 0.11164 0 0.147582827900441
72 5 0.10412 0 0.149180697412502
72 6 0.08588 0 0.137213166471199
72 7 0.07856 0 0.136940421640504
72 8 0.07024 0 0.132032476970535
72 9 0.06516 0 0.128708742284044
72 10 0.0616 0 0.127326556743093
72 11 0.05492 0 0.122463018053577
72 12 0.0498 0 0.121089316715483
72 13 0.04264 0 0.108436104636734
72 14 0.03876 0 0.101937498761023
72 15 0.03752 0 0.102439950915371
72 16 0.03248 0 0.0944900946024396
72 17 0.03204 0 0.0968566963075843
72 18 0.03 0 0.0919894671256555
72 19 0.0256 0 0.0826430267467853
72 20 0.024 0 0.0806778092718742
72 21 0.02476 0 0.0874585124009744
73 0 0.254686 0.2465 0.130959542629798
73 1 0.23048 0.24 0.14740929108811
73 2 0.19428 0.16 0.159048980437405
73 3 0.17628 0.16 0.161877626514494
73 4 0.16108 0.12 0.166794046218244
73 5 0.13892 0.08 0.15585867164045
73 6 0.12748 0.04 0.157060235316001
73 7 0.12292 0 0.164304807201949
73 8 0.11444 0 0.162017703156588
73 9 0.10816 0 0.157347299222365
73 10 0.09624 0 0.150908700331809
73 11 0.09096 0 0.147960030314172
73 12 0.0746 0 0.140462698855496
73 13 0.06332 0 0.128270928237972
73 14 0.05796 0 0.12483036898536
73 15 0.04284 0 0.104082503657279
73 16 0.0358 0 0.0939744177486149
73 17 0.03356 0 0.0921945021475046
73 18 0.0374 0 0.102834892011491
73 19 0.03628 0 0.10399315446786
73 20 0.03372 0 0.101719754760364
73 21 0.03208 0 0.0988161840906551
74 0 0.25567 0.246 0.131592810471423
74 1 0.23356 0.24 0.154453819578482
74 2 0.21096 0.2 0.165853507004784
74 3 0.16256 0.12 0.162482759230163
74 4 0.12984 0.04 0.152104931906596
74 5 0.10688 0 0.149454348221128
74 6 0.09816 0 0.147911095229844
74 7 0.06404 0 0.119443480965456
74 8 0.05944 0 0.117809870408067
74 9 0.04356 0 0.109651036245672
74 10 0.04124 0 0.109949767400169
74 11 0.03596 0 0.100615117163386
74 12 0.0326 0 0.0953012188921124
74 13 0.03104 0 0.0977490320835622
74 14 0.02936 0 0.095086443996144
74 15 0.0304 0 0.0997967905265465
74 16 0.02952 0 0.0985448155951427
74 17 0.02812 0 0.0947789462309465
74 18 0.0274 0 0.0966280341152451
74 19 0.02416 0 0.0880002183999474
74 20 0.01952 0 0.0789100525687089
74 21 0.01564 0 0.0648783446120476
75 0 0.25754 0.248 0.127677005830407
75 1 0.23332 0.24 0.151162918163906
75 2 0.19596 0.18 0.165823930649276
75 3 0.15784 0.08 0.162931522674653
75 4 0.13792 0.08 0.160056526551377
75 5 0.12152 0 0.15777510127578
75 6 0.11844 0 0.157169553885823
75 7 0.10152 0 0.148530639771567
75 8 0.096 0 0.14616896170311
75 9 0.08764 0 0.14328349716754
75 10 0.0762 0 0.135749725554006
75 11 0.06164 0 0.126518446549574
75 12 0.0468 0 0.105421409939697
75 13 0.03812 0 0.0914769568450636
75 14 0.04252 0 0.105784876234933
75 15 0.04124 0 0.109599609828112
75 16 0.03936 0 0.108126230312916
75 17 0.03764 0 0.107052747235607
75 18 0.0376 0 0.108736671200031
75 19 0.03468 0 0.102495868224056
75 20 0.033 0 0.102050057394468
75 21 0.02768 0 0.0906357127871372
76 0 0.249527 0.2435 0.128531971659734
76 1 0.213 0.2 0.149180611524604
76 2 0.17212 0.16 0.151385677074231
76 3 0.15112 0.12 0.154472675277563
76 4 0.1422 0.04 0.16826964870313
76 5 0.13996 0 0.17214189272583
76 6 0.11908 0 0.160072411041931
76 7 0.10248 0 0.152885655388672
76 8 0.09676 0 0.148890801834334
76 9 0.08136 0 0.139502011495215
76 10 0.07196 0 0.131948356445879
76 11 0.05948 0 0.120856675181539
76 12 0.05212 0 0.114314362060825
76 13 0.05248 0 0.117161326282935
76 14 0.05044 0 0.116270913496563
76 15 0.04824 0 0.113853700269535
76 16 0.04764 0 0.11635105486401
76 17 0.04312 0 0.110138076957953
76 18 0.03976 0 0.106831434303558
76 19 0.0318 0 0.0922457005462546
76 20 0.02776 0 0.0849552811766273
76 21 0.02536 0 0.0865769366861982
77 0 0.257329 0.249 0.129016402023119
77 1 0.2332 0.24 0.149714977789714
77 2 0.219 0.2 0.154755773234311
77 3 0.18908 0.16 0.158544283687208
77 4 0.15992 0.12 0.161415143181947
77 5 0.12312 0.04 0.148505621171454
77 6 0.10708 0 0.148617498164788
77 7 0.08676 0 0.141097877414974
77 8 0.07632 0 0.131723227293475
77 9 0.06544 0 0.127885734783678
77 10 0.061 0 0.12773455333666
77 11 0.05072 0 0.112428295912202
77 12 0.04256 0 0.102999297353211
77 13 0.0428 0 0.105040913903077
77 14 0.04104 0 0.106601511632257
77 15 0.03952 0 0.107234643976976
77 16 0.0348 0 0.0974477093422727
77 17 0.03028 0 0.0922888879488687
77 18 0.02896 0 0.0907477468235634
77 19 0.02572 0 0.0844370251205667
77 20 0.02532 0 0.0841782845131901
77 21 0.02604 0 0.088182166533231
78 0 0.255662 0.249 0.127795647357347
78 1 0.22184 0.2 0.156763481682403
78 2 0.20952 0.2 0.167000775024725
78 3 0.1952 0.16 0.174423001302533
78 4 0.17168 0.12 0.172042949220177
78 5 0.15264 0.12 0.166168114396963
78 6 0.1336 0.04 0.160302017257228
78 7 0.10652 0 0.150580756287662
78 8 0.09232 0 0.143432180456097
78 9 0.07304 0 0.129170598215861
78 10 0.05756 0 0.118260864329803
78 11 0.05364 0 0.115966368394456
78 12 0.0448 0 0.105834592458992
78 13 0.04052 0 0.10982436428676
78 14 0.0392 0 0.107083270527318
78 15 0.03848 0 0.106655825274877
78 16 0.03348 0 0.0978522593743479
78 17 0.03212 0 0.104053508988081
78 18 0.0294 0 0.0987187185157171
78 19 0.02772 0 0.094372176554892
78 20 0.02592 0 0.0906088492563699
78 21 0.02456 0 0.0909696756171082
79 0 0.25407 0.248 0.128470556096655
79 1 0.23496 0.24 0.151231840131202
79 2 0.1842 0.16 0.155692646583582
79 3 0.16116 0.12 0.156345445403115
79 4 0.15236 0.08 0.160122670692409
79 5 0.13388 0.08 0.156316923525831
79 6 0.1012 0 0.147755174500224
79 7 0.0924 0 0.149440866474243
79 8 0.08544 0 0.148783543925203
79 9 0.07232 0 0.136872757522276
79 10 0.06948 0 0.134801710304807
79 11 0.06312 0 0.12557561401337
79 12 0.06376 0 0.130352038933244
79 13 0.05896 0 0.128745850006491
79 14 0.05664 0 0.125976904949203
79 15 0.04844 0 0.113944502937833
79 16 0.0456 0 0.111514463077555
79 17 0.04152 0 0.109559540401066
79 18 0.03312 0 0.0944202350176104
79 19 0.03152 0 0.0941538876231595
79 20 0.02916 0 0.0913435166721647
79 21 0.02616 0 0.0877915813831928
80 0 0.249917 0.244 0.126587876993026
80 1 0.22944 0.24 0.144827695767976
80 2 0.19148 0.16 0.156557720729193
80 3 0.17256 0.12 0.163678456239778
80 4 0.16668 0.12 0.165999196785205
80 5 0.15888 0.08 0.165167872257367
80 6 0.14544 0.08 0.165923889591394
80 7 0.13196 0.04 0.163209054882367
80 8 0.12424 0.04 0.157532342199432
80 9 0.10776 0 0.1510423655674
80 10 0.0978 0 0.144930897206099
80 11 0.09096 0 0.143643000914461
80 12 0.07788 0 0.135550283952043
80 13 0.0728 0 0.137412671330712
80 14 0.06992 0 0.137207942990264
80 15 0.0652 0 0.133243813792288
80 16 0.06064 0 0.129826211703358
80 17 0.06 0 0.133273259740136
80 18 0.05784 0 0.130117889104708
80 19 0.05212 0 0.121473706872975
80 20 0.04448 0 0.109551499903612
80 21 0.04156 0 0.109053468808007
81 0 0.251922 0.242 0.130741559082303
81 1 0.22388 0.2 0.149144190599532
81 2 0.17424 0.12 0.1530903623977
81 3 0.14472 0.08 0.154624805352927
81 4 0.10304 0.04 0.129198493221286
81 5 0.09904 0 0.139826427508643
81 6 0.08512 0 0.13974732525138
81 7 0.07736 0 0.138214810109965
81 8 0.06984 0 0.133366266203118
81 9 0.05408 0 0.115297211792164
81 10 0.05036 0 0.117878606056255
81 11 0.04204 0 0.107447584353411
81 12 0.03752 0 0.107251818411403
81 13 0.0302 0 0.0972657217143872
81 14 0.02608 0 0.0875414021883194
81 15 0.02364 0 0.0814062490069244
81 16 0.0192 0 0.0749304649296571
81 17 0.02012 0 0.0796789453640944
81 18 0.01888 0 0.0783740268717136
81 19 0.01684 0 0.0737255033882431
81 20 0.01472 0 0.0674497670201393
81 21 0.01484 0 0.0700905634667541
82 0 0.245295 0.2115 0.127822707762039
82 1 0.2154 0.2 0.153035485622975
82 2 0.18712 0.16 0.159690972840693
82 3 0.16872 0.12 0.167962415358237
82 4 0.13764 0.08 0.155618274786246
82 5 0.11888 0.04 0.149061614659727
82 6 0.10532 0 0.15419037671746
82 7 0.09372 0 0.149769798666462
82 8 0.091 0 0.152965350319601
82 9 0.08164 0 0.14708277854237
82 10 0.0712 0 0.138573311148152
82 11 0.05852 0 0.127290268333492
82 12 0.0512 0 0.117236104951949
82 13 0.04664 0 0.112941871182774
82 14 0.04452 0 0.110503305745035
82 15 0.04124 0 0.111267438376386
82 16 0.03752 0 0.104957446928104
82 17 0.03276 0 0.0955484793804272
82 18 0.02912 0 0.0925147803574358
82 19 0.026 0 0.0868120748302696
82 20 0.02148 0 0.0734738593515272
82 21 0.0188 0 0.0696290758821931
83 0 0.25219 0.24 0.130069058041718
83 1 0.2142 0.2 0.151996917939355
83 2 0.19232 0.16 0.159223018340847
83 3 0.15048 0.08 0.161946893753466
83 4 0.1204 0.04 0.149997130436349
83 5 0.1048 0 0.15099589318839
83 6 0.09772 0 0.149552557877047
83 7 0.083 0 0.136040828823949
83 8 0.07076 0 0.128124307757108
83 9 0.06212 0 0.12326678506516
83 10 0.05592 0 0.120470189950322
83 11 0.04888 0 0.114254977133601
83 12 0.04112 0 0.110944374594903
83 13 0.02884 0 0.0918471027865892
83 14 0.02808 0 0.0921781449716277
83 15 0.02408 0 0.0840000572000377
83 16 0.01892 0 0.0729338944041311
83 17 0.0158 0 0.066377450734161
83 18 0.01456 0 0.0641507733524836
83 19 0.0124 0 0.0626655165698566
83 20 0.01104 0 0.0574928154104826
83 21 0.0098 0 0.0512658579191667
84 0 0.253698 0.247 0.128598181512369
84 1 0.22824 0.24 0.148676181707115
84 2 0.21492 0.2 0.1571307852831
84 3 0.191 0.16 0.161862903716694
84 4 0.16696 0.12 0.161155606571815
84 5 0.1388 0.04 0.161787314506222
84 6 0.12636 0 0.162432554417933
84 7 0.11436 0 0.153903465447262
84 8 0.09684 0 0.14429287866986
84 9 0.08548 0 0.141504746186102
84 10 0.07256 0 0.128547153880476
84 11 0.06324 0 0.124856283348062
84 12 0.05884 0 0.127983726442991
84 13 0.05108 0 0.121203646495986
84 14 0.04544 0 0.113345726225798
84 15 0.04372 0 0.115410056238965
84 16 0.03828 0 0.106750350056743
84 17 0.03616 0 0.102943925764718
84 18 0.03432 0 0.100000688686317
84 19 0.03316 0 0.0997274283232048
84 20 0.0298 0 0.0943825623092956
84 21 0.02736 0 0.0904854574946605
85 0 0.252408 0.2435 0.129913960655401
85 1 0.23804 0.24 0.143462677864105
85 2 0.20272 0.2 0.165633438761731
85 3 0.18012 0.16 0.171386577534412
85 4 0.159 0.12 0.164269243574031
85 5 0.1354 0.08 0.157644193333252
85 6 0.11076 0 0.150879378932268
85 7 0.09224 0 0.138519926978649
85 8 0.07956 0 0.136355414997715
85 9 0.06804 0 0.124985518280238
85 10 0.04992 0 0.107388667586137
85 11 0.0452 0 0.101914407943855
85 12 0.04224 0 0.112033628585054
85 13 0.03632 0 0.106060862274953
85 14 0.03204 0 0.0971373979169407
85 15 0.02716 0 0.0867609466399593
85 16 0.02368 0 0.080135380945493
85 17 0.0222 0 0.0773844192867553
85 18 0.02436 0 0.0873144559292115
85 19 0.02196 0 0.084000085800042
85 20 0.02248 0 0.08521684992718
85 21 0.0232 0 0.08912521137873
86 0 0.25519 0.247 0.127464493476015
86 1 0.23056 0.24 0.144018150340947
86 2 0.20804 0.2 0.149208651296169
86 3 0.18132 0.16 0.154214265357131
86 4 0.1594 0.12 0.156747599055966
86 5 0.15048 0.12 0.157626824543971
86 6 0.1384 0.08 0.15588502218026
86 7 0.13068 0.04 0.156066313771724
86 8 0.12384 0 0.159953867223145
86 9 0.11252 0 0.156662033028404
86 10 0.09792 0 0.147387233492581
86 11 0.0816 0 0.136199817879432
86 12 0.07388 0 0.132873627936476
86 13 0.0682 0 0.130823066294422
86 14 0.0604 0 0.123854672822546
86 15 0.05492 0 0.119296375574555
86 16 0.04832 0 0.114058699742663
86 17 0.04488 0 0.108800842015231
86 18 0.0378 0 0.103201795578423
86 19 0.03428 0 0.0976566353015422
86 20 0.03448 0 0.100600447563865
86 21 0.03108 0 0.0944614024697736
87 0 0.246625 0.245 0.129601539087828
87 1 0.22844 0.2 0.148114497279315
87 2 0.21212 0.2 0.161619387532642
87 3 0.17776 0.16 0.158465433750373
87 4 0.16092 0.12 0.155957289910656
87 5 0.16464 0.12 0.167303499248703
87 6 0.14568 0.08 0.164753395355851
87 7 0.1356 0.04 0.16473426291266
87 8 0.116 0 0.160958092395218
87 9 0.09448 0 0.143654328741483
87 10 0.08712 0 0.145445728916528
87 11 0.07768 0 0.136823017574303
87 12 0.0754 0 0.141388934612405
87 13 0.07032 0 0.136358686160036
87 14 0.0674 0 0.136219660092792
87 15 0.06308 0 0.134219702460289
87 16 0.06104 0 0.135438776065284
87 17 0.05764 0 0.130985447999339
87 18 0.05044 0 0.118643510916875
87 19 0.04772 0 0.115280923362416
87 20 0.04452 0 0.113520290945965
87 21 0.04476 0 0.116298184283624
88 0 0.252097 0.246 0.128587489023362
88 1 0.22692 0.2 0.145906141756275
88 2 0.17184 0.16 0.150553913535587
88 3 0.14708 0.12 0.152626237483495
88 4 0.1458 0.08 0.160124951209985
88 5 0.13804 0.06 0.162520679826819
88 6 0.12204 0.04 0.157113089597662
88 7 0.0824 0 0.127766052471555
88 8 0.06216 0 0.12209111614135
88 9 0.05084 0 0.115015316036269
88 10 0.04452 0 0.10550592922249
88 11 0.03912 0 0.101933390093806
88 12 0.0344 0 0.0991366131561295
88 13 0.03264 0 0.0965979376672274
88 14 0.03016 0 0.0948523661875199
88 15 0.02984 0 0.0937654860082662
88 16 0.02744 0 0.0882203447580502
88 17 0.02548 0 0.0855270979543003
88 18 0.0244 0 0.0843264546328787
88 19 0.02348 0 0.081825332171553
88 20 0.0202 0 0.0757211575036574
88 21 0.01784 0 0.0723364843420453
89 0 0.244434 0.213 0.128189766597261
89 1 0.21516 0.2 0.153487891812133
89 2 0.20112 0.2 0.166317789809771
89 3 0.18332 0.16 0.168203656530023
89 4 0.16152 0.12 0.168932613274725
89 5 0.13764 0.08 0.162041623936222
89 6 0.10952 0.02 0.149148298062079
89 7 0.08372 0 0.138091385795171
89 8 0.06812 0 0.129127609516863
89 9 0.07008 0 0.134651121512316
89 10 0.06848 0 0.137979447483775
89 11 0.06064 0 0.129133519528687
89 12 0.05672 0 0.123500988231245
89 13 0.0524 0 0.121254041345196
89 14 0.04632 0 0.110943075340311
89 15 0.04684 0 0.114988855272313
89 16 0.04284 0 0.110978604472442
89 17 0.03756 0 0.10450726371008
89 18 0.03548 0 0.100960202865102
89 19 0.03388 0 0.0995331726232639
89 20 0.03112 0 0.0960540054967619
89 21 0.03052 0 0.0959715590169303
90 0 0.252246 0.2435 0.127337041767925
90 1 0.23424 0.24 0.145747949779285
90 2 0.21124 0.2 0.155749543563762
90 3 0.18996 0.16 0.165530053460387
90 4 0.16704 0.12 0.164836918224073
90 5 0.14632 0.08 0.162182492152392
90 6 0.12292 0.04 0.158166020655797
90 7 0.09072 0 0.136609457006987
90 8 0.09272 0 0.14373190481052
90 9 0.09256 0 0.147442143180251
90 10 0.0836 0 0.141830729942266
90 11 0.05948 0 0.123724845675545
90 12 0.05896 0 0.133305246290942
90 13 0.04952 0 0.119494135623672
90 14 0.04636 0 0.116867482254083
90 15 0.04164 0 0.108655033552599
90 16 0.03668 0 0.100322690565207
90 17 0.03652 0 0.104554393600753
90 18 0.03104 0 0.0948045690159831
90 19 0.02728 0 0.0864550523455748
90 20 0.02672 0 0.0879327798592412
90 21 0.02348 0 0.0826433271324402
91 0 0.258447 0.25 0.130345238010723
91 1 0.21856 0.2 0.148940624779506
91 2 0.18844 0.16 0.163139759044143
91 3 0.16148 0.12 0.161264428240749
91 4 0.12176 0.08 0.144959013226207
91 5 0.09492 0 0.136431694291346
91 6 0.0958 0 0.139571631215803
91 7 0.0842 0 0.137775695034146
91 8 0.07532 0 0.132594414961109
91 9 0.07044 0 0.131372238563043
91 10 0.06704 0 0.128107962477162
91 11 0.06032 0 0.123206645427418
91 12 0.05476 0 0.121339464584552
91 13 0.05128 0 0.119715886554348
91 14 0.04572 0 0.108442802626276
91 15 0.03996 0 0.102805483158085
91 16 0.03844 0 0.102497180800606
91 17 0.0362 0 0.0983871944921698
91 18 0.0334 0 0.0947365558536672
91 19 0.03156 0 0.0941319670846585
91 20 0.03144 0 0.0978340324115177
91 21 0.02976 0 0.0955168355101124
92 0 0.254682 0.249 0.132372472014945
92 1 0.2382 0.24 0.150907697395239
92 2 0.22492 0.24 0.155042677453119
92 3 0.20196 0.2 0.161100315678498
92 4 0.17984 0.16 0.159136730200475
92 5 0.1564 0.12 0.161235966946079
92 6 0.12136 0.04 0.152427637207249
92 7 0.11016 0 0.151387226979334
92 8 0.09752 0 0.148366648079217
92 9 0.07856 0 0.138902917249496
92 10 0.07 0 0.134407087853525
92 11 0.07336 0 0.141268068108356
92 12 0.06116 0 0.131672290144859
92 13 0.05428 0 0.12166052310788
92 14 0.05624 0 0.127820970895235
92 15 0.05468 0 0.125820222255122
92 16 0.0476 0 0.116401844441527
92 17 0.04356 0 0.109694846548775
92 18 0.04348 0 0.110439515059088
92 19 0.0424 0 0.110663844531475
92 20 0.03792 0 0.104507393974759
92 21 0.0354 0 0.0999361157301365
93 0 0.249747 0.244 0.128648651242314
93 1 0.20996 0.2 0.156298520874728
93 2 0.15828 0.08 0.171942449109595
93 3 0.12244 0.04 0.156023041854688
93 4 0.10176 0 0.151971041970494
93 5 0.09356 0 0.151760197540586
93 6 0.06988 0 0.130596481733012
93 7 0.05676 0 0.12073474760515
93 8 0.05324 0 0.121409400964846
93 9 0.05284 0 0.126452855739697
93 10 0.04228 0 0.109011398876838
93 11 0.03304 0 0.0913800235757723
93 12 0.02416 0 0.0792677600148874
93 13 0.02108 0 0.0801926708899539
93 14 0.02148 0 0.0821008535287554
93 15 0.02104 0 0.0805518901516718
93 16 0.0192 0 0.0743726515010141
93 17 0.02076 0 0.0830802306492027
93 18 0.01784 0 0.0738917748764664
93 19 0.0172 0 0.0733480738665982
93 20 0.01432 0 0.0636536675250483
93 21 0.01496 0 0.0683173891894711
94 0 0.260617 0.25 0.128436413151502
94 1 0.23668 0.24 0.14806383927381
94 2 0.20516 0.2 0.157509948205768
94 3 0.18176 0.16 0.160430172474632
94 4 0.17628 0.16 0.164848222727867
94 5 0.16372 0.12 0.163937296052598
94 6 0.14988 0.12 0.160034986164891
94 7 0.129 0.04 0.162760840164614
94 8 0.10056 0 0.150114025396099
94 9 0.0818 0 0.146371392644139
94 10 0.07396 0 0.140333930366152
94 11 0.069 0 0.138733727143211
94 12 0.06552 0 0.137885975146648
94 13 0.05976 0 0.13110427426568
94 14 0.05476 0 0.124878088297895
94 15 0.054 0 0.128647386876493
94 16 0.04196 0 0.108944147283033
94 17 0.03992 0 0.10598880708465
94 18 0.03792 0 0.105392510081036
94 19 0.0326 0 0.0957873437110311
94 20 0.03272 0 0.097790411414231
94 21 0.02988 0 0.0940852679096873
95 0 0.254941 0.249 0.125388730964361
95 1 0.22836 0.2 0.14730583630464
95 2 0.17684 0.12 0.155665815920665
95 3 0.13676 0.08 0.151830678569764
95 4 0.11144 0 0.152476803401618
95 5 0.09996 0 0.146530097486726
95 6 0.08256 0 0.135949728682071
95 7 0.0692 0 0.128756896274873
95 8 0.0548 0 0.117355580746432
95 9 0.05096 0 0.117763095010901
95 10 0.042 0 0.104707992836095
95 11 0.03952 0 0.105669937710475
95 12 0.03672 0 0.101569473553612
95 13 0.03528 0 0.100402202178051
95 14 0.0316 0 0.0939226355116883
95 15 0.0302 0 0.0936072770799489
95 16 0.02908 0 0.0931054360508677
95 17 0.02644 0 0.0900057077491613
95 18 0.02612 0 0.0884305691803777
95 19 0.02416 0 0.0852452999358977
95 20 0.02228 0 0.0799474401916234
95 21 0.021 0 0.0770982758830841
96 0 0.253132 0.248 0.127033728372209
96 1 0.2206 0.2 0.149386600323979
96 2 0.19568 0.16 0.158391999878863
96 3 0.17952 0.12 0.164734049021163
96 4 0.16652 0.12 0.167522994103954
96 5 0.15056 0.08 0.167283203191683
96 6 0.13108 0.04 0.158856126318341
96 7 0.12408 0 0.159717448211719
96 8 0.10824 0 0.14987783613919
96 9 0.08908 0 0.135982516688157
96 10 0.0896 0 0.137510541956423
96 11 0.08568 0 0.144393168075872
96 12 0.07456 0 0.131186952157661
96 13 0.05736 0 0.120164345252117
96 14 0.04968 0 0.115445334358844
96 15 0.04744 0 0.113528565282642
96 16 0.04204 0 0.108839719241114
96 17 0.03912 0 0.104232864731284
96 18 0.03564 0 0.0965230910565296
96 19 0.03376 0 0.095961820903269
96 20 0.02808 0 0.089997851158865
96 21 0.0246 0 0.0839159215040977
97 0 0.24348 0.214 0.128039930583486
97 1 0.20696 0.16 0.15816628899666
97 2 0.12916 0.08 0.145270774755276
97 3 0.08512 0.04 0.117618109233313
97 4 0.0862 0 0.121906608603559
97 5 0.07252 0 0.121795253124593
97 6 0.07192 0 0.128583230816647
97 7 0.07432 0 0.139851693218552
97 8 0.0674 0 0.136724297524374
97 9 0.05688 0 0.121991588019615
97 10 0.04668 0 0.109417319240373
97 11 0.03916 0 0.104838377922808
