r g mean median sd
33 2 0.20776 0.2 0.158977533809832
33 3 0.18216 0.16 0.161529645038384
33 4 0.1712 0.12 0.168329720771155
33 5 0.1422 0.08 0.157003854125337
33 6 0.11712 0.04 0.147047368315548
33 7 0.09864 0 0.146873149765783
33 8 0.09528 0 0.142091208424418
33 9 0.08792 0 0.145327194955361
33 10 0.0816 0 0.141006818710738
33 11 0.07064 0 0.13266646445425
33 12 0.06124 0 0.126927431916718
33 13 0.0556 0 0.124499558794962
33 14 0.04752 0 0.117625189841655
33 15 0.04624 0 0.119133770423232
33 16 0.04308 0 0.112277869234858
33 17 0.0378 0 0.105716299291717
33 18 0.03296 0 0.0949834736165206
33 19 0.03324 0 0.0971459712995847
33 20 0.02988 0 0.0942383492346214
33 21 0.02484 0 0.0835772670022151
34 0 0.25055 0.2455 0.129003222174221
34 1 0.22276 0.2 0.1500896708948
34 2 0.1868 0.16 0.153799265974237
34 3 0.16544 0.12 0.151588209915499
34 4 0.14164 0.08 0.151465680113524
34 5 0.13348 0.08 0.155406694967884
34 6 0.1108 0 0.152471005136739
34 7 0.09344 0 0.152659986478027
34 8 0.08224 0 0.142343401828269
34 9 0.07712 0 0.14485264197759
34 10 0.0648 0 0.132414854505428
34 11 0.05536 0 0.125541351876706
34 12 0.04908 0 0.11883633987832
34 13 0.04472 0 0.111655669755676
34 14 0.0428 0 0.112006720805073
34 15 0.0394 0 0.107166807943153
34 16 0.0364 0 0.103820126269518
34 17 0.03152 0 0.0963897327550014
34 18 0.03232 0 0.103567097785657
34 19 0.03176 0 0.103910055816074
34 20 0.02924 0 0.0946254531105473
34 21 0.02612 0 0.0879766189705281
35 0 0.255693 0.2485 0.126963555776827
35 1 0.24012 0.24 0.14937167568685
35 2 0.1924 0.16 0.156446526057677
35 3 0.18112 0.16 0.163099193581535
35 4 0.17124 0.16 0.165520571106613
35 5 0.16284 0.12 0.167769129701745
35 6 0.15328 0.08 0.169392843814417
35 7 0.142 0 0.170925760538357
35 8 0.11784 0 0.158092148848472
35 9 0.11004 0 0.155466292707352
35 10 0.08604 0 0.139922466733176
35 11 0.07696 0 0.136726927313725
35 12 0.07116 0 0.137672103230858
35 13 0.05424 0 0.119131081647967
35 14 0.042 0 0.0977627616097129
35 15 0.04164 0 0.10344472539096
35 16 0.04096 0 0.108847260535698
35 17 0.0366 0 0.100527338300314
35 18 0.03576 0 0.103996334731747
35 19 0.0306 0 0.0950740715394007
35 20 0.02572 0 0.0852487474919658
35 21 0.02364 0 0.0820919575201462
36 0 0.25161 0.2465 0.128852143074047
36 1 0.21456 0.2 0.151693827881748
36 2 0.17112 0.12 0.155268973249822
36 3 0.1272 0.08 0.14907442162619
36 4 0.103 0.04 0.140881679602593
36 5 0.09776 0 0.146173695134074
36 6 0.09148 0 0.144319914903792
36 7 0.07544 0 0.13735090706534
36 8 0.06328 0 0.124906538032415
36 9 0.0528 0 0.115307657403383
36 10 0.04424 0 0.106492079343785
36 11 0.03916 0 0.100724574160628
36 12 0.03216 0 0.0945487909699213
36 13 0.03124 0 0.0965556077366063
36 14 0.02672 0 0.086740795278609
36 15 0.02296 0 0.0796843020173233
36 16 0.02104 0 0.0807306375289817
36 17 0.01852 0 0.076694795727557
36 18 0.01984 0 0.0832568682218236
36 19 0.01892 0 0.0795711327377282
36 20 0.01656 0 0.0708546878250606
36 21 0.01664 0 0.0753710235514365
37 0 0.247278 0.245 0.128656640898351
37 1 0.222 0.2 0.147094652645284
37 2 0.21056 0.2 0.156550932908733
37 3 0.1714 0.16 0.159356940967862
37 4 0.15492 0.12 0.158788561953963
37 5 0.13788 0.08 0.156994754539612
37 6 0.12692 0 0.161896028128932
37 7 0.11304 0 0.156895425601177
37 8 0.10348 0 0.153566507651481
37 9 0.09792 0 0.154403089068561
37 10 0.08944 0 0.149013729204699
37 11 0.07676 0 0.134722130522244
37 12 0.05856 0 0.115468001018721
37 13 0.04056 0 0.100543500015642
37 14 0.03484 0 0.0975401890939755
37 15 0.03108 0 0.0946138752265511
37 16 0.02984 0 0.0900182074786966
37 17 0.02856 0 0.0895966179827897
37 18 0.02616 0 0.0836244428827328
37 19 0.02392 0 0.0805028838881832
37 20 0.02316 0 0.0821703496789832
37 21 0.02376 0 0.0863279497898271
38 0 0.243488 0.212 0.126423584741055
38 1 0.20076 0.16 0.146238189294069
38 2 0.17612 0.16 0.154461658685915
38 3 0.15584 0.12 0.161321787490466
38 4 0.12424 0.04 0.15380792983224
38 5 0.11536 0 0.155741856692175
38 6 0.1078 0 0.162137745909608
38 7 0.08584 0 0.140450777216863
38 8 0.0752 0 0.133954110439746
38 9 0.07032 0 0.129329903053485
38 10 0.05772 0 0.114002623646117
38 11 0.04964 0 0.109474449325197
38 12 0.04884 0 0.111699288856873
38 13 0.03988 0 0.104581656722979
38 14 0.03712 0 0.104027531583362
38 15 0.034 0 0.0996289412064884
38 16 0.03224 0 0.097802595812932
38 17 0.0306 0 0.0964621425479703
38 18 0.03004 0 0.0982978171724116
38 19 0.02648 0 0.0883323961647832
38 20 0.0254 0 0.0908707736155993
38 21 0.02468 0 0.0896869073016867
39 0 0.262521 0.25 0.129784558367283
39 1 0.23484 0.24 0.149400451454789
39 2 0.19336 0.16 0.163536707361542
39 3 0.166 0.12 0.166876744478815
39 4 0.14836 0.08 0.16665979084916
39 5 0.13756 0.04 0.165802101122805
39 6 0.11804 0 0.156183711544296
39 7 0.10336 0 0.149607127813793
39 8 0.09052 0 0.142112369361451
39 9 0.07968 0 0.136748666530236
39 10 0.07284 0 0.136520226238357
39 11 0.06724 0 0.134500828521139
39 12 0.0562 0 0.123148388237628
39 13 0.05256 0 0.121606885638251
39 14 0.04744 0 0.11226597904107
39 15 0.0512 0 0.121726650234767
39 16 0.04608 0 0.116174567484153
39 17 0.04444 0 0.11268799840704
39 18 0.0394 0 0.104763616849627
39 19 0.03472 0 0.0983920860770957
39 20 0.03364 0 0.0996307014763857
39 21 0.03272 0 0.0988654437909221
40 0 0.255797 0.247 0.130899176412174
40 1 0.22228 0.2 0.152637150457219
40 2 0.19308 0.16 0.168384283313102
40 3 0.16956 0.12 0.166878563197479
40 4 0.16248 0.08 0.173882963181805
40 5 0.13396 0.08 0.163216905246234
40 6 0.1072 0 0.154622340132557
40 7 0.09872 0 0.149618004087567
40 8 0.09168 0 0.151129142185144
40 9 0.08376 0 0.148523134634041
40 10 0.0822 0 0.148473581503257
40 11 0.0774 0 0.146348412556672
40 12 0.06524 0 0.126407758153214
40 13 0.05296 0 0.115844111884283
40 14 0.04972 0 0.11389861498058
40 15 0.04328 0 0.10902260099414
40 16 0.0422 0 0.107623151518355
40 17 0.03744 0 0.102968193384408
40 18 0.03588 0 0.0994752276746373
40 19 0.03356 0 0.0944428178626932
40 20 0.03168 0 0.0930388834511347
40 21 0.02852 0 0.0850708331136274
41 0 0.255688 0.248 0.128125511912354
41 1 0.2226 0.2 0.152306392634181
41 2 0.17536 0.12 0.158625446988913
41 3 0.13944 0.08 0.160448839915502
41 4 0.116 0.04 0.151135839700721
41 5 0.10304 0 0.14403994552174
41 6 0.10072 0 0.144978965717446
41 7 0.09196 0 0.147084303010866
41 8 0.0798 0 0.139284457712123
41 9 0.07036 0 0.133266764162827
41 10 0.07056 0 0.133647102280401
41 11 0.06588 0 0.131521570563629
41 12 0.06324 0 0.128060539987546
41 13 0.0562 0 0.123745193332399
41 14 0.05076 0 0.117883497228912
41 15 0.04416 0 0.110568167750577
41 16 0.04088 0 0.104401749627702
41 17 0.0406 0 0.109634208437238
41 18 0.03556 0 0.103918648400975
41 19 0.03668 0 0.106607423487967
41 20 0.03452 0 0.105080023845693
41 21 0.03472 0 0.103640063985231
42 0 0.251458 0.247 0.129014072359828
42 1 0.23372 0.24 0.145589002873698
42 2 0.19528 0.16 0.15555423079659
42 3 0.16656 0.12 0.155693310090083
42 4 0.14636 0.12 0.144818931507324
42 5 0.13808 0.08 0.152746997499935
42 6 0.12776 0.04 0.15867501429072
42 7 0.11212 0 0.158057229153518
42 8 0.0906 0 0.145536321311282
42 9 0.0754 0 0.138943676881481
42 10 0.06624 0 0.13169968567619
42 11 0.06156 0 0.133720033829817
42 12 0.05044 0 0.120119253390266
42 13 0.0432 0 0.106528438964946
42 14 0.04088 0 0.107813029125655
42 15 0.03988 0 0.106298094455568
42 16 0.03856 0 0.106371242548168
42 17 0.033 0 0.0976059779261851
42 18 0.02776 0 0.087059529988174
42 19 0.02668 0 0.0894705682477907
42 20 0.02712 0 0.0939261823334033
42 21 0.02488 0 0.0898190016257866
43 0 0.245208 0.211 0.129586540224699
43 1 0.19708 0.16 0.150783982602296
43 2 0.15252 0.12 0.148301189620457
43 3 0.12192 0.08 0.143088741653521
43 4 0.11312 0.04 0.144872542787285
43 5 0.11192 0 0.155889111277905
43 6 0.10296 0 0.153566992616321
43 7 0.08808 0 0.145901339270073
43 8 0.08424 0 0.146446813106565
43 9 0.07528 0 0.141447265540656
43 10 0.06076 0 0.129677440746795
43 11 0.05736 0 0.127811447711722
43 12 0.05304 0 0.119804472001305
43 13 0.05248 0 0.125337780254635
43 14 0.04664 0 0.118085793619108
43 15 0.04012 0 0.107466900647291
43 16 0.03724 0 0.104207685137142
43 17 0.03452 0 0.102861801219647
43 18 0.02988 0 0.0950337677723924
43 19 0.0268 0 0.0923508997719496
43 20 0.02536 0 0.0866878606564102
43 21 0.02444 0 0.0840580284812352
44 0 0.247989 0.2125 0.128849396762445
44 1 0.21388 0.2 0.153619479704055
44 2 0.18224 0.16 0.159613467034768
44 3 0.15928 0.12 0.163660215893375
44 4 0.1398 0.08 0.15825866739552
44 5 0.12068 0.04 0.150001460119687
44 6 0.10036 0 0.140000966677629
44 7 0.08624 0 0.13486011141049
44 8 0.07692 0 0.131342927348847
44 9 0.06452 0 0.121908290248167
44 10 0.05956 0 0.11933669866243
44 11 0.05648 0 0.116692873933359
44 12 0.05456 0 0.125700465420805
44 13 0.05 0 0.120854481943393
44 14 0.04712 0 0.118261114874211
44 15 0.04128 0 0.107556171045319
44 16 0.03844 0 0.102528427660227
44 17 0.03892 0 0.105156509506029
44 18 0.0394 0 0.109648816057734
44 19 0.03536 0 0.10129526707172
44 20 0.03256 0 0.0973515471049316
44 21 0.03008 0 0.0926054499982013
45 0 0.25594 0.248 0.128281177342822
45 1 0.21608 0.24 0.152130790365979
45 2 0.19996 0.16 0.163881834428516
45 3 0.161 0.08 0.166178865730319
45 4 0.14628 0.08 0.165100635431302
45 5 0.11156 0 0.150288232915797
45 6 0.09084 0 0.144502509927597
45 7 0.08444 0 0.143161382996888
45 8 0.07932 0 0.134854452367444
45 9 0.0754 0 0.141830024168918
45 10 0.06732 0 0.134710669824497
45 11 0.06008 0 0.126541718047474
45 12 0.05084 0 0.118944702455562
45 13 0.04844 0 0.120887469078396
45 14 0.04164 0 0.107989685489736
45 15 0.03508 0 0.0964297272229487
45 16 0.03132 0 0.09160922360685
45 17 0.02936 0 0.0913232190099009
45 18 0.02664 0 0.0919280216319331
45 19 0.0262 0 0.0926182386905416
45 20 0.02588 0 0.0944708968431567
45 21 0.02472 0 0.0915931815743449
46 0 0.254741 0.2475 0.12788150608512
46 1 0.22376 0.24 0.1534973088488
46 2 0.19188 0.16 0.164908642770658
46 3 0.1692 0.12 0.164457916824963
46 4 0.139 0.08 0.159475491635651
46 5 0.08984 0 0.141217267771037
46 6 0.06992 0 0.123457017764221
46 7 0.06236 0 0.123470139204891
46 8 0.05244 0 0.117799503917135
46 9 0.04744 0 0.11116205919019
46 10 0.04688 0 0.117555454509286
46 11 0.04172 0 0.111232253479889
46 12 0.03816 0 0.105107859183137
46 13 0.0342 0 0.0970266673351928
46 14 0.03096 0 0.0923146813914255
46 15 0.0298 0 0.0967125292468009
46 16 0.0262 0 0.0892183833070288
46 17 0.02348 0 0.08474828536243
46 18 0.02484 0 0.0939009680024215
46 19 0.0222 0 0.0824740077961655
46 20 0.02344 0 0.0856709163363268
46 21 0.02272 0 0.0826912295194565
47 0 0.25114 0.243 0.128203215499708
47 1 0.22676 0.24 0.145715941253988
47 2 0.18716 0.16 0.157568913058263
47 3 0.16616 0.12 0.159158366998992
47 4 0.12632 0.04 0.153141470248623
47 5 0.10456 0.04 0.14626209009514
47 6 0.10332 0 0.147223137625348
47 7 0.08448 0 0.133161787543055
47 8 0.07504 0 0.126279629968356
47 9 0.06604 0 0.122471701701731
47 10 0.06332 0 0.125212842216187
47 11 0.04868 0 0.108747798523389
47 12 0.04828 0 0.110357693073118
47 13 0.04484 0 0.110547705517551
47 14 0.04308 0 0.107958179720522
47 15 0.04052 0 0.103981449026938
47 16 0.0358 0 0.0958976347797815
47 17 0.0338 0 0.0983302030346161
47 18 0.03296 0 0.0984282811316266
47 19 0.02956 0 0.0947796897525498
47 20 0.03112 0 0.100231691555076
47 21 0.02824 0 0.0912558492921414
48 0 0.254779 0.247 0.127765833724307
48 1 0.23676 0.24 0.143885389826088
48 2 0.22424 0.2 0.154483291936337
48 3 0.19064 0.2 0.157504279300589
48 4 0.1602 0.12 0.160284906498557
48 5 0.14496 0.08 0.161517448860135
48 6 0.128 0.04 0.155358090024743
48 7 0.11008 0 0.151709622006679
48 8 0.09864 0 0.14722168530697
48 9 0.09084 0 0.146757051047069
48 10 0.0884 0 0.151484611718774
48 11 0.0796 0 0.141287657642847
48 12 0.0714 0 0.135825213007337
48 13 0.06496 0 0.133421136255091
48 14 0.06048 0 0.131567015165198
48 15 0.05596 0 0.123724638557509
48 16 0.05188 0 0.119302551098871
48 17 0.04556 0 0.107068903749642
48 18 0.04308 0 0.106494387902155
48 19 0.03828 0 0.100888155994745
48 20 0.03356 0 0.0953877624500398
48 21 0.03116 0 0.0951278282297231
49 0 0.255649 0.247 0.128738989923514
49 1 0.22728 0.2 0.143486549857434
49 2 0.1906 0.16 0.153688191023449
49 3 0.17912 0.16 0.161967462964199
49 4 0.1688 0.12 0.166348525186825
49 5 0.16076 0.12 0.167648227930773
49 6 0.14536 0.08 0.160260268793465
49 7 0.12684 0.04 0.15589200337643
49 8 0.1126 0.04 0.151298814705639
49 9 0.10352 0 0.151243129047518
49 10 0.09384 0 0.147598915442627
49 11 0.07976 0 0.135961862402764
49 12 0.0684 0 0.128848911683576
49 13 0.07164 0 0.138236100999774
49 14 0.06524 0 0.130350042322715
49 15 0.061 0 0.129044381715952
49 16 0.05996 0 0.132247827535608
49 17 0.06036 0 0.133572871916838
49 18 0.05004 0 0.118367264094467
49 19 0.0464 0 0.115424272849184
49 20 0.042 0 0.113147701710651
49 21 0.03828 0 0.110190669221961
50 0 0.249942 0.215 0.130301085985532
50 1 0.21464 0.2 0.154261683729522
50 2 0.1844 0.16 0.161196228939216
50 3 0.1444 0.08 0.156159616501277
50 4 0.12132 0.04 0.151653738682752
50 5 0.11996 0.04 0.1601450743696
50 6 0.11012 0 0.158582262355958
50 7 0.11108 0 0.158982102479835
50 8 0.10184 0 0.149612159259193
50 9 0.08872 0 0.14070024221073
50 10 0.07528 0 0.133585803013519
50 11 0.06544 0 0.122067632511272
50 12 0.05968 0 0.12549919381274
50 13 0.05276 0 0.120945484455643
50 14 0.05012 0 0.11798095229784
50 15 0.04668 0 0.112747903260724
50 16 0.03908 0 0.0976723783548527
50 17 0.03568 0 0.0939434029773404
50 18 0.03184 0 0.088156599219718
50 19 0.03188 0 0.0875861686394429
50 20 0.02808 0 0.0840534269294154
50 21 0.0276 0 0.0847432677055908
51 0 0.252362 0.247 0.125880844225573
51 1 0.2284 0.2 0.150231852846224
51 2 0.20468 0.2 0.159906434103408
51 3 0.17124 0.12 0.164092012567914
51 4 0.153 0.08 0.161158841433451
51 5 0.13812 0.04 0.161721425356752
51 6 0.10956 0 0.148057175872456
51 7 0.09704 0 0.146642225645761
51 8 0.09332 0 0.149720385364832
51 9 0.08452 0 0.149378323338708
51 10 0.07844 0 0.144102504946763
51 11 0.07208 0 0.138984136469563
51 12 0.06092 0 0.132341482037447
51 13 0.04576 0 0.112293509305891
51 14 0.04084 0 0.103454324207339
51 15 0.03508 0 0.0934779745808163
51 16 0.03348 0 0.0932426071266982
51 17 0.03164 0 0.093301744976263
51 18 0.03252 0 0.0975210744401432
51 19 0.0308 0 0.0970029358811865
51 20 0.02724 0 0.0898557536079714
51 21 0.02824 0 0.0949374294760265
52 0 0.254625 0.247 0.125168828430287
52 1 0.22796 0.24 0.146280676907227
52 2 0.205 0.2 0.157951729173025
52 3 0.1774 0.16 0.156363965445014
52 4 0.1582 0.12 0.157563912068679
52 5 0.13688 0.08 0.157853042996273
52 6 0.10648 0 0.144226248688686
52 7 0.08936 0 0.135142346634406
52 8 0.08024 0 0.134063848652482
52 9 0.06892 0 0.127790312480892
52 10 0.064 0 0.126655602488171
52 11 0.05436 0 0.121162992992377
52 12 0.04412 0 0.107938298468506
52 13 0.03124 0 0.0872678524892075
52 14 0.03012 0 0.0878436230019123
52 15 0.02636 0 0.0789796694611226
52 16 0.02832 0 0.0890994742763184
52 17 0.0272 0 0.0925804036021184
52 18 0.026 0 0.091009245039626
52 19 0.02452 0 0.0911651286440198
52 20 0.02368 0 0.0846831082851169
52 21 0.02408 0 0.0853993363361018
53 0 0.251153 0.2475 0.125883987740178
53 1 0.2258 0.2 0.146458902802835
53 2 0.20112 0.2 0.158981825441844
53 3 0.16444 0.12 0.162062181123637
53 4 0.129 0.04 0.155133059875277
53 5 0.10476 0 0.148731514694981
53 6 0.101 0 0.144933107348203
53 7 0.09488 0 0.146035310496852
53 8 0.08312 0 0.140400776272704
53 9 0.07564 0 0.133279983320655
53 10 0.0652 0 0.124043326087084
53 11 0.05656 0 0.119140088806248
53 12 0.05396 0 0.117178706466872
53 13 0.04596 0 0.10780770334675
53 14 0.03848 0 0.0976402745962097
53 15 0.03236 0 0.0921375044144333
53 16 0.0312 0 0.0905691049020733
53 17 0.0314 0 0.0920353764077189
53 18 0.02836 0 0.0877006374081842
53 19 0.02776 0 0.0860231502700429
53 20 0.02712 0 0.0879923192571275
53 21 0.02712 0 0.0870590884680335
54 0 0.244984 0.211 0.125367878058332
54 1 0.21076 0.2 0.157348597009891
54 2 0.16052 0.12 0.158495584955703
54 3 0.13952 0.08 0.157537893180618
54 4 0.12992 0.04 0.159270086835415
54 5 0.11824 0.04 0.151316221863351
54 6 0.10528 0 0.151318931462719
54 7 0.09796 0 0.152167648971105
54 8 0.08748 0 0.150371077874241
54 9 0.08028 0 0.146207038469761
54 10 0.06588 0 0.131094665838894
54 11 0.05756 0 0.119781442611091
54 12 0.05628 0 0.118308742528008
54 13 0.05324 0 0.117834576366139
54 14 0.05276 0 0.116823071480038
54 15 0.04596 0 0.109532076012809
54 16 0.0418 0 0.10579959146213
54 17 0.04376 0 0.114663901077062
54 18 0.0426 0 0.111675025459193
54 19 0.0416 0 0.109309599709214
54 20 0.04152 0 0.109134779057824
54 21 0.03684 0 0.102569658939352
55 0 0.252974 0.245 0.127559863761462
55 1 0.21564 0.2 0.152476356985073
55 2 0.18332 0.16 0.157656059296917
55 3 0.18052 0.16 0.164568564472114
55 4 0.17536 0.16 0.166015757178744
55 5 0.16248 0.12 0.163809288757027
55 6 0.1558 0.08 0.166340702262643
55 7 0.13592 0.04 0.165373220026405
55 8 0.12852 0 0.162136046879458
55 9 0.11184 0 0.157092623927709
55 10 0.10168 0 0.152497977800472
55 11 0.09352 0 0.144824665660873
55 12 0.08028 0 0.138280306056369
55 13 0.07008 0 0.13403118278206
55 14 0.07196 0 0.136342024143503
55 15 0.0656 0 0.130506980932332
55 16 0.06788 0 0.134631464491891
55 17 0.06164 0 0.127677766318228
55 18 0.05984 0 0.125996227917543
55 19 0.05976 0 0.133692992397568
55 20 0.05176 0 0.121027062882439
55 21 0.05056 0 0.123312985903726
56 0 0.251227 0.217 0.130247855932353
56 1 0.2284 0.2 0.148246473877179
56 2 0.19216 0.16 0.156199015786056
56 3 0.1466 0.08 0.15742052350701
56 4 0.13616 0.08 0.154907878595154
56 5 0.12676 0.04 0.161972026403751
56 6 0.11288 0 0.16048133804234
56 7 0.09776 0 0.147460934240656
56 8 0.0718 0 0.128045130932635
56 9 0.06548 0 0.127645850159976
56 10 0.05804 0 0.121000824788923
56 11 0.0542 0 0.119906369878908
56 12 0.05284 0 0.123063719588996
56 13 0.04708 0 0.1134740056134
56 14 0.04044 0 0.105358943174782
56 15 0.03436 0 0.0983313757630771
56 16 0.03208 0 0.0943555858260473
56 17 0.03164 0 0.0952217284950109
56 18 0.0296 0 0.0922927838888716
56 19 0.02668 0 0.0843094637966918
56 20 0.02604 0 0.0861983094297594
56 21 0.02516 0 0.0848326055887179
57 0 0.251661 0.246 0.129695238671024
57 1 0.22836 0.2 0.144805659692842
57 2 0.18904 0.16 0.156768794263574
57 3 0.15428 0.12 0.160512447635209
57 4 0.13792 0.08 0.158326058312398
57 5 0.11728 0 0.153831940330563
57 6 0.09736 0 0.144669138241574
57 7 0.08404 0 0.140325941186118
57 8 0.07656 0 0.138486623704042
57 9 0.07024 0 0.134531933908798
57 10 0.0556 0 0.121359664502536
57 11 0.0598 0 0.129827636561771
57 12 0.05568 0 0.122518359229743
57 13 0.0474 0 0.109663421732436
57 14 0.04736 0 0.114754516246634
57 15 0.04256 0 0.108201450794127
57 16 0.03976 0 0.107518848127678
57 17 0.03376 0 0.0969910803613903
57 18 0.0288 0 0.0868867614157031
57 19 0.02784 0 0.0841903938844713
57 20 0.0254 0 0.0830236889865352
57 21 0.02464 0 0.0828959718089012
58 0 0.252837 0.247 0.126678134580443
58 1 0.21916 0.2 0.152368338280991
58 2 0.1714 0.16 0.155912631780586
58 3 0.14532 0.08 0.165628289643799
58 4 0.1234 0.04 0.154166816816744
58 5 0.09672 0 0.144534188798816
58 6 0.07232 0 0.124764513319228
58 7 0.06628 0 0.119171991523023
58 8 0.06128 0 0.125173599572873
58 9 0.05792 0 0.124147840441493
58 10 0.05096 0 0.114941245381673
58 11 0.043 0 0.109052705113136
58 12 0.03812 0 0.10150255350664
58 13 0.03712 0 0.100948978678817
58 14 0.03744 0 0.100925875930964
58 15 0.03684 0 0.102053070650663
58 16 0.03652 0 0.106135547081806
58 17 0.03492 0 0.104703182169198
58 18 0.0332 0 0.10356681942633
58 19 0.03192 0 0.102713502830269
58 20 0.03048 0 0.10058771041975
58 21 0.02632 0 0.0907231408643257
59 0 0.249655 0.247 0.126610529582658
59 1 0.2246 0.2 0.149402681238193
59 2 0.20872 0.2 0.159269986276538
59 3 0.20068 0.2 0.169056551833159
59 4 0.17128 0.12 0.170545734181326
59 5 0.14904 0.08 0.167027472520471
59 6 0.1282 0.04 0.160743891325918
59 7 0.1134 0 0.151906272140144
59 8 0.10156 0 0.152793036857417
59 9 0.08908 0 0.145595163214825
59 10 0.08444 0 0.142713185983123
59 11 0.07428 0 0.134853502242497
59 12 0.06604 0 0.1281715504562
59 13 0.06656 0 0.134392811667246
59 14 0.05804 0 0.124265845671288
59 15 0.05284 0 0.118123187763823
59 16 0.05048 0 0.120375495263197
59 17 0.04504 0 0.110647373404167
59 18 0.04236 0 0.106317137535459
59 19 0.04012 0 0.107675343415192
59 20 0.03468 0 0.101601281588474
59 21 0.03136 0 0.0937130328851464
60 0 0.251805 0.247 0.131391486397322
60 1 0.21168 0.2 0.154835240018387
60 2 0.17292 0.12 0.165919869223077
60 3 0.16624 0.12 0.161740602269258
60 4 0.14284 0.08 0.156165047055741
60 5 0.11016 0.04 0.140933447543997
60 6 0.09656 0 0.144818295593957
60 7 0.08256 0 0.136654750817236
60 8 0.0812 0 0.137024580771976
60 9 0.06616 0 0.122125218398859
60 10 0.06216 0 0.121986126321869
60 11 0.0594 0 0.120271797630639
60 12 0.04764 0 0.10967615629324
60 13 0.0408 0 0.0976980291761554
60 14 0.034 0 0.0876200734836332
60 15 0.03036 0 0.0844310310194007
60 16 0.03108 0 0.0886357145280044
60 17 0.03172 0 0.0924813191644366
60 18 0.03056 0 0.0898295928731493
60 19 0.02872 0 0.0856884128929
60 20 0.02948 0 0.092876022500727
60 21 0.0306 0 0.100702437810517
61 0 0.249967 0.247 0.127961987250828
61 1 0.20696 0.2 0.155490629092996
61 2 0.18436 0.16 0.161841846205433
61 3 0.17184 0.12 0.164512853233049
61 4 0.15588 0.12 0.157499942323265
61 5 0.13364 0.04 0.160712721895247
61 6 0.12856 0 0.160261068291741
61 7 0.11076 0 0.151186903797518
61 8 0.10468 0 0.155163698632681
61 9 0.0898 0 0.146764777449836
61 10 0.08124 0 0.141560240539855
61 11 0.06388 0 0.126317463961646
61 12 0.06448 0 0.126664807952223
61 13 0.05688 0 0.122044091869948
61 14 0.05256 0 0.118606550889544
61 15 0.04732 0 0.111751984797166
61 16 0.03856 0 0.100725726962242
61 17 0.0328 0 0.0915015438805954
61 18 0.03132 0 0.0948390850443637
61 19 0.02788 0 0.0857511449419707
61 20 0.02488 0 0.08326775557873
61 21 0.0252 0 0.0860113827232068
62 0 0.250581 0.242 0.126974359328673
62 1 0.22632 0.2 0.145504739542151
62 2 0.18856 0.16 0.15548280066072
62 3 0.17488 0.16 0.164002080115718
62 4 0.1598 0.12 0.166335887972583
62 5 0.13008 0.04 0.157957412438113
62 6 0.10696 0 0.14936488298214
62 7 0.09844 0 0.145082788143237
62 8 0.07524 0 0.124222274868775
62 9 0.05608 0 0.108012500666822
62 10 0.04096 0 0.0895181092957838
62 11 0.02848 0 0.0784949109882357
62 12 0.0262 0 0.0795782174510883
62 13 0.02572 0 0.0806733524144732
62 14 0.02392 0 0.0779558253802159
62 15 0.02232 0 0.0740817501528258
62 16 0.02204 0 0.0794918697563302
62 17 0.02136 0 0.0766552439590823
62 18 0.02052 0 0.0738565121325424
62 19 0.01612 0 0.0645376689283918
62 20 0.01404 0 0.0625363029702683
62 21 0.01156 0 0.0572087339419362
63 0 0.248088 0.214 0.1281710969216
63 1 0.19536 0.16 0.14472946146869
63 2 0.14284 0.08 0.144299538310962
63 3 0.12224 0.04 0.14201672842011
63 4 0.10116 0 0.138142454508879
63 5 0.085 0 0.132944628602566
63 6 0.08652 0 0.139407762065547
63 7 0.08076 0 0.135741844131602
63 8 0.06416 0 0.122589243094664
63 9 0.05948 0 0.12252813041397
63 10 0.06176 0 0.131031567462469
63 11 0.05712 0 0.125606857626018
63 12 0.05036 0 0.120405846901087
63 13 0.04936 0 0.122824575213091
63 14 0.04468 0 0.116439064130796
63 15 0.03728 0 0.102636913125522
63 16 0.03228 0 0.0954437588903073
63 17 0.02952 0 0.0934050003698629
63 18 0.02784 0 0.0926494377657971
63 19 0.025 0 0.0891142039258689
63 20 0.02408 0 0.0872913132755681
63 21 0.0238 0 0.0892273585932113
64 0 0.256137 0.2475 0.129303587145325
64 1 0.2134 0.2 0.152416767026698
64 2 0.18976 0.16 0.152457159837069
64 3 0.16908 0.12 0.154704515406264
64 4 0.15852 0.12 0.161681014192608
64 5 0.14496 0.08 0.162594696824452
64 6 0.1274 0 0.165204517288519
64 7 0.10628 0 0.149609306343371
64 8 0.08772 0 0.136618689300792
64 9 0.07468 0 0.124560077122699
64 10 0.06348 0 0.117064057650474
64 11 0.0678 0 0.128700131016731
64 12 0.06536 0 0.132441727605809
64 13 0.0498 0 0.10963566928687
64 14 0.0484 0 0.109861319441874
64 15 0.03936 0 0.0961958629258246
64 16 0.03308 0 0.0915319162461471
64 17 0.02944 0 0.0869669457302581
64 18 0.02824 0 0.0863687557046063
64 19 0.02868 0 0.0881068693146024
64 20 0.02896 0 0.0898787883574128
64 21 0.02684 0 0.0852225162576022
65 0 0.250481 0.2425 0.131183507925927
65 1 0.22028 0.2 0.155182483557917
65 2 0.16976 0.12 0.14616054633623
65 3 0.14744 0.12 0.146712545376907
65 4 0.14472 0.08 0.156570226530576
65 5 0.14104 0.08 0.158578894136848
