r gen percentile mean
16 6 90 0.502735205129394
16 6 95 0.710294495367183
16 7 50 0.0418687473891621
16 7 90 0.50267227905655
16 7 95 0.832037734152672
16 8 50 0.0710508155755197
16 8 90 0.492138891776901
16 8 95 0.74813852831051
16 9 50 0.080012675254664
16 9 90 0.583550010557622
16 9 95 0.871210911929897
16 10 50 0.0802904728147022
16 10 90 0.592519585892264
16 10 95 0.872876460858134
16 11 50 0.0699407816408829
16 11 90 0.553706996906359
16 11 95 0.789020609275664
16 12 50 0.123632727445643
16 12 90 0.806588533028002
16 12 95 0.875284413256427
16 13 50 0.0880091337994608
16 13 90 0.669271725682348
16 13 95 0.839690134100081
16 14 50 0.0706098596187269
16 14 90 0.607102297447578
16 14 95 0.812925475966341
16 15 50 0.0614014933777957
16 15 90 0.40517651153844
16 15 95 0.599093441841391
16 16 50 0.0546934770243045
16 16 90 0.277294957933609
16 16 95 0.446178216885313
16 17 50 0.0968648572582118
16 17 90 0.410246698131554
16 17 95 0.579563142470101
16 18 50 0.151294891992517
16 18 90 0.463838476806594
16 18 95 0.510109675207149
16 19 50 0.0626526494069603
16 19 90 0.330117577555195
16 19 95 0.434709001150165
16 20 50 0.0734183635960837
16 20 90 0.509679403257485
16 20 95 0.592685989299845
16 21 50 0.0871117134173431
16 21 90 0.367112880577999
16 21 95 0.460135016725877
17 0 50 0.0294262015782637
17 0 90 0.133861780257049
17 0 95 0.190175008325577
17 1 50 0.0468818222640668
17 1 90 0.271885696560535
17 1 95 0.390683560450684
17 2 50 0.0471654315224638
17 2 90 0.340871660671762
17 2 95 0.483059965187616
17 3 50 0.0410632480001772
17 3 90 0.322251744357786
17 3 95 0.526279278709487
17 4 50 0.0490321873856838
17 4 90 0.372698685262107
17 4 95 0.565064517467981
17 5 50 0.0542325369789345
17 5 90 0.45520730648221
17 5 95 0.672265959868961
17 6 50 0.054839362426635
17 6 90 0.498164872045626
17 6 95 0.693131113020429
17 7 50 0.0509307577063584
17 7 90 0.515043409491369
17 7 95 0.696049507249671
17 8 50 0.0485005442051941
17 8 90 0.442783013925174
17 8 95 0.789936656050887
17 9 50 0.0562106700139289
17 9 90 0.551229006124097
17 9 95 0.803565479456541
17 10 50 0.0636307454085194
17 10 90 0.723233974832921
17 10 95 0.916952747007894
17 11 50 0.0601634426751788
17 11 90 0.743057968823234
17 11 95 0.928286873461506
17 12 50 0.0536192322501921
17 12 90 0.697041166598392
17 12 95 0.822256580033114
17 13 50 0.0789298773011892
17 13 90 0.633914233722463
17 13 95 0.837810531455157
17 14 50 0.103147222948004
17 14 90 0.726460108214767
17 14 95 0.847736431529133
17 15 50 0.0726659293133222
17 15 90 0.720993769368972
17 15 95 0.889689097983467
17 16 50 0.0952112502776497
17 16 90 0.594190782600194
17 16 95 0.69646483178689
17 17 50 0.108683637830722
17 17 90 0.601992498499387
17 17 95 0.737971450594061
17 18 50 0.0980999686960699
17 18 90 0.619049817200093
17 18 95 0.788002109705077
17 19 50 0.113562760211451
17 19 90 0.59662484421216
17 19 95 0.715767362998521
17 20 50 0.113749695224149
17 20 90 0.529152647710539
17 20 95 0.715118286896924
17 21 50 0.0930304075053537
17 21 90 0.576545132832608
17 21 95 0.747324017374261
18 0 50 0.0287151501570352
18 0 90 0.131831898074921
18 0 95 0.197233490635244
18 1 50 0.0423228820933941
18 1 90 0.232184125857203
18 1 95 0.342868403109572
18 2 50 0.0600410947416168
18 2 90 0.394061233145313
18 2 95 0.568450479395543
18 3 50 0.062073479753964
18 3 90 0.471699905858873
18 3 95 0.720515851367456
18 4 50 0.0513952059134712
18 4 90 0.420708774644925
18 4 95 0.733763421405402
18 5 50 0.059844124256574
18 5 90 0.526071128034547
18 5 95 0.893747299644495
18 6 50 0.0701084228215475
18 6 90 0.750914623095615
18 6 95 0.929234598375752
18 7 50 0.0802277866948415
18 7 90 0.634857896421401
18 7 95 0.798500976183122
18 8 50 0.076776924758906
18 8 90 0.61531365003522
18 8 95 0.879499634885731
18 9 50 0.0412120302095099
18 9 90 0.4462367368379
18 9 95 0.628450239295007
18 10 50 0.0703650377261079
18 10 90 0.707392845597733
18 10 95 0.835200216450216
18 11 50 0.0883945346929235
18 11 90 0.665440764579877
18 11 95 0.810346757744684
18 12 50 0.0604619468150704
18 12 90 0.654878722384476
18 12 95 0.807965018421749
18 13 50 0.101026623431265
18 13 90 0.630507633474858
18 13 95 0.737921904054837
18 14 50 0.0855434554161471
18 14 90 0.477163604242751
18 14 95 0.608513287737423
18 15 50 NA
18 15 90 NA
18 15 95 NA
18 16 50 0.124669557760475
18 16 90 0.553620375192238
18 16 95 0.620378865067107
18 17 50 0.149216006701693
18 17 90 0.59337673607259
18 17 95 0.698340596433375
18 18 50 0.158769579499825
18 18 90 0.62035714618477
18 18 95 0.685388922827191
18 19 50 0.245983108671657
18 19 90 0.521366021093339
18 19 95 0.614290736222316
18 20 50 NA
18 20 90 NA
18 20 95 NA
18 21 50 0.186213685689014
18 21 90 0.559710663871441
18 21 95 0.603997212614905
19 0 50 0.0274589257202126
19 0 90 0.136336475099728
19 0 95 0.202960401672131
19 1 50 0.0406968573996197
19 1 90 0.246982024492129
19 1 95 0.363899288347818
19 2 50 0.0475682057273203
19 2 90 0.32883578494772
19 2 95 0.494391443906316
19 3 50 0.053902620795922
19 3 90 0.365242868426741
19 3 95 0.571693502479877
19 4 50 0.0496741403370958
19 4 90 0.367964175681454
19 4 95 0.61584245024791
19 5 50 0.0565771868752586
19 5 90 0.425854600819946
19 5 95 0.682693024341309
19 6 50 0.0512106469950098
19 6 90 0.413705297150601
19 6 95 0.69359687026546
19 7 50 0.0394265158254599
19 7 90 0.429771690985653
19 7 95 0.696829330795249
19 8 50 0.0473280686369454
19 8 90 0.431242433189199
19 8 95 0.724991301933197
19 9 50 0.0461519042784325
19 9 90 0.505145720414957
19 9 95 0.850740715790058
19 10 50 0.0826494077329416
19 10 90 0.645675509826881
19 10 95 0.82272378906526
19 11 50 0.0599487296058588
19 11 90 0.690447070713384
19 11 95 0.913741138766717
19 12 50 0.0782132635602928
19 12 90 0.514549931057475
19 12 95 0.739947658021902
19 13 50 0.101021539343006
19 13 90 0.662505419731098
19 13 95 0.845770579502197
19 14 50 0.0532686640043878
19 14 90 0.515641486730814
19 14 95 0.77988454781933
19 15 50 0.0743764606952563
19 15 90 0.513075539125689
19 15 95 0.663321916764822
19 16 50 0.0874815950821181
19 16 90 0.421346219904817
19 16 95 0.558418257908374
19 17 50 0.104970326678089
19 17 90 0.546532980000821
19 17 95 0.668248671546197
19 18 50 0.083525001665792
19 18 90 0.367445590275198
19 18 95 0.556462921601008
19 19 50 0.124702091377827
19 19 90 0.69829132724894
19 19 95 0.741199063267155
19 20 50 0.108979203717398
19 20 90 0.379200716024223
19 20 95 0.416690494956217
19 21 50 0.102929153749111
19 21 90 0.364909955724171
19 21 95 0.437253549430843
20 0 50 0.027250244735196
20 0 90 0.129749548595808
20 0 95 0.202647575835913
20 1 50 0.0412233879986041
20 1 90 0.224794240325255
20 1 95 0.312008385276574
20 2 50 0.0449789409497563
20 2 90 0.283834876080843
20 2 95 0.431623305070612
20 3 50 0.0519180172386778
20 3 90 0.350840277511571
20 3 95 0.541431166755363
20 4 50 0.0627970563804712
20 4 90 0.428558014089167
20 4 95 0.669903869273293
20 5 50 0.0661894385818204
20 5 90 0.505329834800911
20 5 95 0.731225011188578
20 6 50 0.0571364287039344
20 6 90 0.447278617431301
20 6 95 0.773334515904417
20 7 50 0.0459191676553374
20 7 90 0.403836267533013
20 7 95 0.602958569731661
20 8 50 0.056959145647163
20 8 90 0.571710407390857
20 8 95 0.786507749656184
20 9 50 0.0582596977001825
20 9 90 0.46635820962272
20 9 95 0.753037898220099
20 10 50 0.0571097608425984
20 10 90 0.737419069771834
20 10 95 0.849106518560895
20 11 50 0.0978769183892266
20 11 90 0.578407189976016
20 11 95 0.751171831372102
20 12 50 0.104127388638256
20 12 90 0.755313297792351
20 12 95 0.897002912116986
20 13 50 0.106258707548981
20 13 90 0.739202137158778
20 13 95 0.894456309178176
20 14 50 0.0898954765012372
20 14 90 0.577479447158661
20 14 95 0.782352267830209
20 15 50 0.0621106750485067
20 15 90 0.546053294679636
20 15 95 0.781863953968928
20 16 50 0.0570119238688303
20 16 90 0.608589507103776
20 16 95 0.845378234465763
20 17 50 0.0786135715214326
20 17 90 0.696651261760831
20 17 95 0.84777196774879
20 18 50 0.0693300387773564
20 18 90 0.43934542035799
20 18 95 0.537542791670601
20 19 50 NA
20 19 90 NA
20 19 95 NA
20 20 50 0.0859507973495307
20 20 90 0.630323420540812
20 20 95 0.718675105088148
20 21 50 0.198151199919858
20 21 90 0.673339052317668
20 21 95 0.747413874403182
21 0 50 0.027287044114913
21 0 90 0.123265789206823
21 0 95 0.17541345552943
21 1 50 0.0433046039027705
21 1 90 0.250204632372057
21 1 95 0.378127750655667
21 2 50 0.0397619954426373
21 2 90 0.278891371600897
21 2 95 0.444399177459242
21 3 50 0.0415220378969466
21 3 90 0.333868497607402
21 3 95 0.538669893417411
21 4 50 0.0636479139768613
21 4 90 0.499604333089714
21 4 95 0.81050233770511
21 5 50 0.0471588170523508
21 5 90 0.553622500610936
21 5 95 0.937683823529412
21 6 50 0.049042825419131
21 6 90 0.507659615837358
21 6 95 0.773209295539433
21 7 50 0.0545794363584924
21 7 90 0.524190330564939
21 7 95 0.798958948881556
21 8 50 0.0514064759007659
21 8 90 0.57731221220459
21 8 95 0.814551813575982
21 9 50 0.045302616169321
21 9 90 0.63236613166795
21 9 95 0.843629374098124
21 10 50 0.0434663325463328
21 10 90 0.70563616301841
21 10 95 0.901173941798942
21 11 50 0.0821508066281314
21 11 90 0.638090711634891
21 11 95 0.845265049295163
21 12 50 0.102793550899948
21 12 90 0.605646695133861
21 12 95 0.75760135002756
21 13 50 0.0857926966322362
21 13 90 0.534175228752009
21 13 95 0.735000227532764
21 14 50 0.15060455382746
21 14 90 0.921654033616331
21 14 95 0.97420183982684
21 15 50 0.117705935623889
21 15 90 0.702602069465969
21 15 95 0.784860787295336
21 16 50 0.210182634615356
21 16 90 0.760748660904204
21 16 95 0.84683419564818
21 17 50 0.273816229514217
21 17 90 0.638093685596416
21 17 95 0.68772520874503
21 18 50 NA
21 18 90 NA
21 18 95 NA
21 19 50 0.314255772238966
21 19 90 0.611932822038254
21 19 95 0.669151657695061
21 20 50 0.126368240574797
21 20 90 0.567142404633161
21 20 95 0.636810163620799
21 21 50 NA
21 21 90 NA
21 21 95 NA
22 0 50 0.0273010847771873
22 0 90 0.125322461726085
22 0 95 0.193396283124609
22 1 50 0.036979921233168
22 1 90 0.206989784446794
22 1 95 0.323190277453855
22 2 50 0.0502934576796301
22 2 90 0.305513326130003
22 2 95 0.465068665892856
22 3 50 0.0445399516885521
22 3 90 0.301381195370308
22 3 95 0.45525607808585
22 4 50 0.0462432533328684
22 4 90 0.363090884970723
22 4 95 0.613237099022744
22 5 50 0.0587011503585198
22 5 90 0.391757299640579
22 5 95 0.649289647535506
22 6 50 0.0500636666798955
22 6 90 0.418962756052937
22 6 95 0.63013785731177
22 7 50 0.0726363008971705
22 7 90 0.609939744841906
22 7 95 0.887267387218045
22 8 50 0.054733786866278
22 8 90 0.567097436453396
22 8 95 0.841670864294934
22 9 50 0.0581907657914691
22 9 90 0.597176881963066
22 9 95 0.830223041070688
22 10 50 0.0398497995501523
22 10 90 0.616487388394947
22 10 95 0.77781977256129
22 11 50 0.0572136549891976
22 11 90 0.677051624286806
22 11 95 0.811611353009018
22 12 50 0.0444348245406598
22 12 90 0.603074877044919
22 12 95 0.730534343595391
22 13 50 0.144919804573202
22 13 90 0.644329219139349
22 13 95 0.761833212756563
22 14 50 0.321121455019379
22 14 90 0.777381311087179
22 14 95 0.876785893638827
22 15 50 0.202375266364558
22 15 90 0.481281357596726
22 15 95 0.532677056772241
22 16 50 0.277489636767888
22 16 90 0.738288215862489
22 16 95 0.818150916743215
22 17 50 NA
22 17 90 NA
22 17 95 NA
22 18 50 NA
22 18 90 NA
22 18 95 NA
22 19 50 NA
22 19 90 NA
22 19 95 NA
22 20 50 0.0874824079529768
22 20 90 0.417978784489548
22 20 95 0.474320383229138
22 21 50 NA
22 21 90 NA
22 21 95 NA
23 0 50 0.0279373122119603
23 0 90 0.131085957670277
23 0 95 0.190068032446487
23 1 50 0.0387370179940786
23 1 90 0.208940719020606
23 1 95 0.316158192205477
23 2 50 0.0448233840724418
23 2 90 0.320847051913228
23 2 95 0.473613991870351
23 3 50 0.0479426392842746
23 3 90 0.365278587045346
23 3 95 0.531611282726822
23 4 50 0.0552114252573841
23 4 90 0.395384648461274
23 4 95 0.546279394400428
23 5 50 0.0529316085973274
23 5 90 0.375738754053068
23 5 95 0.584102554263962
23 6 50 0.0569795556756633
23 6 90 0.424738343202663
23 6 95 0.6714030900873
23 7 50 0.0667998216914415
23 7 90 0.504226253821354
23 7 95 0.756076151408231
23 8 50 0.0629347300514409
23 8 90 0.414895627212812
23 8 95 0.679551785312731
23 9 50 0.0642344982009526
23 9 90 0.562366574416896
23 9 95 0.874980182744606
23 10 50 0.110209233665214
23 10 90 0.708961915629229
23 10 95 0.801481554160125
23 11 50 0.0729478115479659
23 11 90 0.747159762813735
23 11 95 0.812589221706469
23 12 50 0.0966865532032971
23 12 90 0.438037883607867
23 12 95 0.552686413860152
23 13 50 0.128456513011407
23 13 90 0.601986878640061
23 13 95 0.75981792361928
23 14 50 0.235682987509865
23 14 90 0.599009868653579
23 14 95 0.654753852075707
23 15 50 0.117871648618755
23 15 90 0.612447666264573
23 15 95 0.692513495434406
23 16 50 0.166859409734134
23 16 90 0.439349448183583
23 16 95 0.506512091007283
23 17 50 0.118863155693513
23 17 90 0.575575177137677
23 17 95 0.631957018675769
23 18 50 0.214525819848006
23 18 90 0.426577326203296
23 18 95 0.439598510077303
23 19 50 NA
23 19 90 NA
23 19 95 NA
23 20 50 NA
23 20 90 NA
23 20 95 NA
23 21 50 NA
23 21 90 NA
23 21 95 NA
24 0 50 0.0281109469904273
24 0 90 0.132137195820189
24 0 95 0.195980031223857
24 1 50 0.0434253540557504
24 1 90 0.265981018568039
24 1 95 0.407591197749786
24 2 50 0.0486637335162888
24 2 90 0.35715341805011
24 2 95 0.512232816232837
24 3 50 0.0583537164894851
24 3 90 0.460057231037944
24 3 95 0.738752707621716
24 4 50 0.0508411350434587
24 4 90 0.460665789170793
24 4 95 0.753180172795489
24 5 50 0.048899613745482
24 5 90 0.580531090548001
24 5 95 0.899006583694083
24 6 50 0.0860909600493535
24 6 90 0.603507424680882
24 6 95 0.885395244641749
24 7 50 0.106584445006227
24 7 90 0.657186849456586
24 7 95 0.842273023864871
24 8 50 0.0843701258447232
24 8 90 0.583855933739307
24 8 95 0.814597841771755
24 9 50 0.0675708449614673
24 9 90 0.796411157884612
24 9 95 0.89167713607065
24 10 50 0.0645209764901015
24 10 90 0.505372476767732
24 10 95 0.713544382848909
24 11 50 0.0861886330287542
24 11 90 0.511269112312766
24 11 95 0.659366492414516
24 12 50 0.106642044401795
24 12 90 0.723959555521467
24 12 95 0.881591466829954
24 13 50 0.0656248976976868
24 13 90 0.608614443089475
24 13 95 0.810221812857654
24 14 50 0.0749394636159617
24 14 90 0.620187543007342
24 14 95 0.783068746935934
24 15 50 0.0534584789922523
24 15 90 0.637978922246571
24 15 95 0.73017853414846
24 16 50 0.0883486665559253
24 16 90 0.541461616148774
24 16 95 0.663286708175044
24 17 50 0.111276729863324
24 17 90 0.493116007382312
24 17 95 0.652923875138549
24 18 50 NA
24 18 90 NA
24 18 95 NA
24 19 50 NA
24 19 90 NA
24 19 95 NA
24 20 50 0.238173263251244
24 20 90 0.653639340162466
24 20 95 0.758806709259608
24 21 50 0.183756915205251
24 21 90 0.613243262164224
24 21 95 0.699617827854516
25 0 50 0.0270119357900414
25 0 90 0.133362633780121
25 0 95 0.191599473472397
25 1 50 0.0396911406409657
25 1 90 0.222119372116383
25 1 95 0.332175044035497
25 2 50 0.0475672414210803
25 2 90 0.28872171244999
25 2 95 0.420005573982703
25 3 50 0.0596641061379412
25 3 90 0.400730738701245
25 3 95 0.573377560727599
25 4 50 0.066461414611927
25 4 90 0.423317719913784
25 4 95 0.676808260502891
25 5 50 0.0657384503745867
25 5 90 0.5376952504281
25 5 95 0.770844428021538
25 6 50 0.0841158253141918
25 6 90 0.59823403619667
25 6 95 0.868283279220779
25 7 50 0.0614404576016316
25 7 90 0.505416659231734
25 7 95 0.71893236091672
25 8 50 0.0613262367904227
25 8 90 0.475960133020022
25 8 95 0.803534309097496
25 9 50 0.0753505090593315
25 9 90 0.556543084781239
25 9 95 0.868998138207922
25 10 50 0.0612555589424111
25 10 90 0.64332298136646
25 10 95 0.795673227690055
25 11 50 0.0554313662074072
25 11 90 0.604713887718841
25 11 95 0.766387072003881
25 12 50 0.0810489746849188
25 12 90 0.803337121815383
25 12 95 0.968756884141499
25 13 50 0.0684052681551311
25 13 90 0.582821763944608
25 13 95 0.816188042816194
25 14 50 0.0611780603165452
25 14 90 0.50013215782307
25 14 95 0.779801843571701
25 15 50 0.0564109421099042
25 15 90 0.684092231172824
25 15 95 0.89149459367387
25 16 50 0.0980655819266017
25 16 90 0.620086974211313
25 16 95 0.795597667306279
25 17 50 0.074983061670228
25 17 90 0.52443466065784
25 17 95 0.812492181352747
25 18 50 0.0804914008434339
25 18 90 0.492028201641326
25 18 95 0.651282709750081
25 19 50 0.068043041195131
25 19 90 0.451838630620362
25 19 95 0.701093704563609
25 20 50 0.117844999970142
25 20 90 0.627232828202367
25 20 95 0.704440177522164
25 21 50 0.155308155037257
25 21 90 0.515508737731212
25 21 95 0.626361222730424
26 0 50 0.0271522061037485
26 0 90 0.129836544078705
26 0 95 0.186195898140456
26 1 50 0.0563491166070585
26 1 90 0.31040893097056
26 1 95 0.458646452628861
26 2 50 0.0525557903338392
26 2 90 0.371168853818433
26 2 95 0.560712972302532
26 3 50 0.0654789681826584
26 3 90 0.365765802725496
26 3 95 0.556572643363546
26 4 50 0.0616121441103143
26 4 90 0.439445459020982
26 4 95 0.719866028333862
26 5 50 0.0807446137952775
26 5 90 0.583639743299936
26 5 95 0.846691514260502
26 6 50 0.0579676582176383
26 6 90 0.43757694170289
26 6 95 0.761148397003224
26 7 50 0.0801553513108315
26 7 90 0.578772568595899
26 7 95 0.887241504840189
26 8 50 0.0722922293932019
26 8 90 0.763263308329098
26 8 95 0.93229797979798
26 9 50 0.0665919661142393
26 9 90 0.669106297237995
26 9 95 0.901548264616771
26 10 50 0.0760173943293678
26 10 90 0.692505433186025
26 10 95 0.854904325659708
26 11 50 0.0472574254325591
26 11 90 0.672703263588796
26 11 95 0.840968438264634
26 12 50 0.0880115640519337
26 12 90 0.760940305609423
26 12 95 0.864825008950949
26 13 50 0.0634149868194248
26 13 90 0.641420185014158
26 13 95 0.820696618724358
26 14 50 0.12665210660083
26 14 90 0.842363270333752
26 14 95 0.941499863834422
26 15 50 0.0822750385680499
26 15 90 0.562272527553374
26 15 95 0.641348437544582
26 16 50 0.151040895180356
26 16 90 0.780028152532023
26 16 95 0.818000402375402
26 17 50 0.113695500734852
26 17 90 0.647560773849689
26 17 95 0.72502268676494
26 18 50 0.0876795251686743
26 18 90 0.501523301346857
26 18 95 0.637993565577701
26 19 50 0.20898877668732
26 19 90 0.706036188095905
26 19 95 0.775194584711285
26 20 50 0.306988412464858
26 20 90 0.725699526942566
26 20 95 0.763697273527937
26 21 50 0.190909495596996
26 21 90 0.621072971518536
26 21 95 0.664872609716913
27 0 50 0.027921269090204
27 0 90 0.138982108543836
27 0 95 0.200121283478911
27 1 50 0.0439765963114063
27 1 90 0.265738093908125
27 1 95 0.409887092107049
27 2 50 0.0531654636498948
27 2 90 0.33936498656953
27 2 95 0.519745290917736
27 3 50 0.0508864805254557
27 3 90 0.359438845314238
27 3 95 0.530613690105365
27 4 50 0.0616788637825285
27 4 90 0.380551202849053
27 4 95 0.596369750993617
27 5 50 0.0672733161160949
27 5 90 0.484099505241964
27 5 95 0.701389745218767
27 6 50 0.0789130632215556
27 6 90 0.62095231302274
27 6 95 0.790544648396346
27 7 50 0.0976200930076788
27 7 90 0.708817917135164
27 7 95 0.87187179258022
27 8 50 0.0941707960095516
27 8 90 0.723436742596421
27 8 95 0.864418304836503
27 9 50 0.0742651814155611
27 9 90 0.623476513811266
27 9 95 0.771151830171764
27 10 50 0.107509128139849
27 10 90 0.731993250245929
27 10 95 0.89501939033189
27 11 50 0.122463754762012
27 11 90 0.861783596837945
27 11 95 0.951754385964912
27 12 50 0.16009617225728
27 12 90 0.649403422431351
27 12 95 0.763212894308441
27 13 50 0.365512759107595
27 13 90 0.867980474902672
27 13 95 0.927020202020202
27 14 50 0.2037540744511
27 14 90 0.708417321439525
27 14 95 0.846700543836646
27 15 50 0.148287757933537
27 15 90 0.654023859804626
27 15 95 0.729723959453206
27 16 50 NA
27 16 90 NA
27 16 95 NA
27 17 50 NA
27 17 90 NA
27 17 95 NA
27 18 50 0.100860148569611
27 18 90 0.444386709365528
27 18 95 0.4672842912767
27 19 50 NA
27 19 90 NA
27 19 95 NA
27 20 50 0.359434863821562
27 20 90 0.583193242333949
27 20 95 0.626863999513485
27 21 50 0.381140520346041
27 21 90 0.588137457561084
27 21 95 0.610176323538738
28 0 50 0.0267697041968929
28 0 90 0.130208881165697
28 0 95 0.191770022005352
28 1 50 0.0456866232458944
28 1 90 0.250027097062964
28 1 95 0.375890332978797
28 2 50 0.0458207109723678
28 2 90 0.382586889197385
28 2 95 0.613423030321578
28 3 50 0.0636495100894991
28 3 90 0.427484537245152
28 3 95 0.721863435788068
28 4 50 0.0563572462362844
28 4 90 0.472644944941621
28 4 95 0.842763109132657
28 5 50 0.0461546403936446
28 5 90 0.486810308593712
28 5 95 0.772359736641049
28 6 50 0.0684077653315278
28 6 90 0.60826454543353
28 6 95 0.830423879386791
28 7 50 0.082803535086937
28 7 90 0.632137991336242
28 7 95 0.839700776143791
28 8 50 0.0712450912341012
28 8 90 0.555561804174359
28 8 95 0.803791677003889
28 9 50 0.0865589717361676
28 9 90 0.756828640635934
28 9 95 0.930719683706816
28 10 50 0.0629022039422809
28 10 90 0.534945084311455
28 10 95 0.864134062334164
28 11 50 0.0956142795911244
28 11 90 0.632578661222211
28 11 95 0.883628207541251
28 12 50 0.0768308309021104
28 12 90 0.729436427848619
28 12 95 0.893817021758198
28 13 50 0.12006951473189
28 13 90 0.606634396497624
28 13 95 0.734076736259619
28 14 50 0.0975259480121129
28 14 90 0.857075059965098
28 14 95 0.977678571428571
28 15 50 0.2657519335853
28 15 90 0.632652251607
28 15 95 0.734090876992675
28 16 50 0.136293668616323
28 16 90 0.70919930372468
28 16 95 0.836895505809979
28 17 50 0.149527561368004
28 17 90 0.725079599633171
28 17 95 0.80238930254963
28 18 50 0.080400908441989
28 18 90 0.69227337943013
28 18 95 0.727826049808315
28 19 50 0.275919526425707
28 19 90 0.720226804489912
28 19 95 0.802127291133845
28 20 50 0.112834857696632
28 20 90 0.476156127631283
28 20 95 0.562310098466726
28 21 50 NA
28 21 90 NA
28 21 95 NA
29 0 50 0.0283069918104384
29 0 90 0.137699288212439
29 0 95 0.204898070726499
29 1 50 0.0345578896014087
29 1 90 0.206161685664729
29 1 95 0.33588529267996
29 2 50 0.0407668660847564
29 2 90 0.303805242741759
29 2 95 0.47683390468794
29 3 50 0.0414128203288805
29 3 90 0.340439488732556
29 3 95 0.608417911631208
29 4 50 0.0486790448390721
29 4 90 0.506045725389263
29 4 95 0.817847461881552
29 5 50 0.0512009641035796
29 5 90 0.501362387951885
29 5 95 0.75041925750082
29 6 50 0.0603719914745929
29 6 90 0.496746337224861
29 6 95 0.761020122695543
29 7 50 0.0619858228777196
29 7 90 0.543446430935915
29 7 95 0.862040270093154
29 8 50 0.048936587951765
29 8 90 0.662724063688525
29 8 95 0.93479117453087
29 9 50 0.0621721775410407
29 9 90 0.785746146499699
29 9 95 0.962394015577245
29 10 50 0.094027828421901
29 10 90 0.574090648656157
29 10 95 0.759511653805132
29 11 50 0.125352536509555
29 11 90 0.776486725374635
29 11 95 0.866531497505762
29 12 50 0.0920394719409204
29 12 90 0.654642701802263
29 12 95 0.789866067914475
29 13 50 0.159733073831539
29 13 90 0.71036590715903
29 13 95 0.801226916329318
29 14 50 0.185198163177145
29 14 90 0.653776204019551
29 14 95 0.745696793026975
29 15 50 0.177972013162148
29 15 90 0.637283112175222
29 15 95 0.688269092326779
29 16 50 0.150343366707355
29 16 90 0.647647789566587
29 16 95 0.732277213004222
29 17 50 0.175744121587469
29 17 90 0.638877234974497
29 17 95 0.705541536569034
29 18 50 0.0946038675263202
29 18 90 0.665547881448617
29 18 95 0.789478551473037
29 19 50 0.0888685117404494
29 19 90 0.416326720551247
29 19 95 0.563722446767385
29 20 50 0.110516356166962
29 20 90 0.458248972009564
29 20 95 0.575150055111158
29 21 50 0.144616226486203
29 21 90 0.519855867766069
29 21 95 0.651697179172977
30 0 50 0.0268353976942433
30 0 90 0.129130793587097
30 0 95 0.185932656261605
30 1 50 0.0369381472911558
30 1 90 0.223919387590018
30 1 95 0.333580350539451
30 2 50 0.0570240240956354
30 2 90 0.333318676089896
30 2 95 0.508695576441842
30 3 50 0.0500156081695412
30 3 90 0.344636920732264
30 3 95 0.514695346133928
30 4 50 0.0587266000322098
30 4 90 0.398425361000584
30 4 95 0.643173215898949
30 5 50 0.0704678796696106
30 5 90 0.406431607359667
30 5 95 0.657749952941336
30 6 50 0.0494861342995869
30 6 90 0.455100366595016
30 6 95 0.650036459502475
30 7 50 0.0485076217808293
30 7 90 0.399712587467422
30 7 95 0.590596409653449
30 8 50 0.0616501047939248
30 8 90 0.41504968071278
30 8 95 0.716452840516446
30 9 50 0.0680932950269539
30 9 90 0.47611100906327
30 9 95 0.692582047438859
30 10 50 0.0727602038661444
30 10 90 0.454281717935263
30 10 95 0.69727879816139
30 11 50 0.0853519362592757
30 11 90 0.588447841935557
30 11 95 0.795715344474746
30 12 50 0.152501993533701
30 12 90 0.71616107028936
30 12 95 0.949771315124933
30 13 50 0.128009477106442
30 13 90 0.727927081276692
30 13 95 0.896705067593225
30 14 50 0.0851310845230968
30 14 90 0.720381587858705
30 14 95 0.953386445981554
30 15 50 0.091618148195413
30 15 90 0.701505620694301
30 15 95 0.866958305229765
30 16 50 0.0936530997333397
30 16 90 0.452880642401319
30 16 95 0.722362512424503
30 17 50 0.0830028746787747
30 17 90 0.447911476142209
30 17 95 0.649314960832818
30 18 50 0.0671390755432181
30 18 90 0.516202678537339
30 18 95 0.628817761811287
30 19 50 0.0627262957918761
30 19 90 0.406362362702171
30 19 95 0.541790886090989
30 20 50 0.192435777519079
30 20 90 0.696133595245185
30 20 95 0.819785923060253
30 21 50 0.078588330770807
30 21 90 0.675358210201939
30 21 95 0.777925576479869
31 0 50 0.0270040832756961
31 0 90 0.131924313017767
31 0 95 0.194453185234422
31 1 50 0.0424703018816842
31 1 90 0.267144392861888
31 1 95 0.403446645293331
31 2 50 0.045683162397142
31 2 90 0.294216150710778
31 2 95 0.467941076700816
31 3 50 0.0524929964331297
31 3 90 0.365447019710085
31 3 95 0.513587164941774
31 4 50 0.047553840815117
31 4 90 0.435454910628158
31 4 95 0.607347037388066
31 5 50 0.0506288026008807
31 5 90 0.445687045127184
31 5 95 0.635424286063283
31 6 50 0.0494653178392578
31 6 90 0.535851884741898
31 6 95 0.779861980839008
31 7 50 0.0636921338373258
31 7 90 0.499305414666504
31 7 95 0.766019037094223
31 8 50 0.0671212424391478
31 8 90 0.679659866023863
31 8 95 0.914077818627451
31 9 50 0.0848923900507953
31 9 90 0.612547254785548
31 9 95 0.880892230297222
31 10 50 0.0985530217238304
31 10 90 0.590545270525243
