r g mean median sd
8 17 0.1904903 0.1612 0.15263234260116
8 18 0.1899627 0.16495 0.152537964813418
8 19 0.188913 0.1638 0.151923701910539
8 20 0.188851 0.16385 0.152959264366548
8 21 0.1871443 0.16275 0.152391782202299
9 0 0.256057 0.246 0.129238540503022
9 1 0.2481485 0.23575 0.133633720778399
9 2 0.2390032 0.23465 0.141768090772646
9 3 0.2332811 0.21745 0.14966041899515
9 4 0.2294285 0.2211 0.152972464687939
9 5 0.2258247 0.2157 0.15595674145453
9 6 0.2219537 0.2058 0.157467492128971
9 7 0.219602 0.20375 0.157931783324903
9 8 0.2186132 0.2041 0.159337075375913
9 9 0.2167943 0.20195 0.157705803691646
9 10 0.2144846 0.1981 0.158296361742717
9 11 0.2132607 0.1953 0.158034982650207
9 12 0.2110392 0.19735 0.158893707281231
9 13 0.2109161 0.19185 0.159241004858731
9 14 0.210133 0.1942 0.159038964732871
9 15 0.2081153 0.1886 0.160314601978477
9 16 0.2052163 0.18055 0.160682585420971
9 17 0.2039502 0.18255 0.162362468419001
9 18 0.202423 0.17575 0.16200658667204
9 19 0.201789 0.1738 0.16201255132176
9 20 0.2018416 0.18 0.162795229217862
9 21 0.2010268 0.1776 0.163039743374674
10 0 0.2549 0.243 0.126275593546518
10 1 0.2455065 0.23595 0.140339317554995
10 2 0.2264085 0.2052 0.151137286521649
10 3 0.2092131 0.177 0.149375485184029
10 4 0.2019963 0.17075 0.149452203052706
10 5 0.192044 0.16175 0.146764101896907
10 6 0.1874624 0.15015 0.146899086886093
10 7 0.1841744 0.14965 0.146774822135995
10 8 0.1795113 0.1419 0.145352432011996
10 9 0.1756566 0.1358 0.144249026610643
10 10 0.1720194 0.1362 0.143585123712004
10 11 0.1684404 0.13445 0.143507585286893
10 12 0.1657505 0.1287 0.143656559916201
10 13 0.166016 0.1304 0.145191057255973
10 14 0.1660448 0.127 0.14655960449807
10 15 0.1652944 0.12135 0.147192938110732
10 16 0.1638752 0.12285 0.146051463309667
10 17 0.1633749 0.12255 0.14593926719598
10 18 0.1635004 0.1224 0.145921644337384
10 19 0.1628433 0.1221 0.145715135094834
10 20 0.1616271 0.1228 0.145763811298533
10 21 0.1617169 0.12465 0.146751861771234
11 0 0.257003 0.243 0.131526127112118
11 1 0.2511549 0.2427 0.13609985285053
11 2 0.2437791 0.2395 0.139823486799073
11 3 0.239626 0.2338 0.14326232651398
11 4 0.2381134 0.2352 0.144698307871035
11 5 0.2357591 0.23945 0.146718568066231
11 6 0.2325474 0.231 0.148899607475461
11 7 0.2302562 0.22665 0.150963474762183
11 8 0.2279157 0.2227 0.15300606510681
11 9 0.225208 0.2189 0.153581486022401
11 10 0.2226598 0.2195 0.154238977064833
11 11 0.2201762 0.21925 0.153751943967658
11 12 0.2187306 0.21345 0.154043337192406
11 13 0.2177133 0.2063 0.155103207633266
11 14 0.2163311 0.20825 0.156317910592363
11 15 0.2154692 0.20575 0.158099274166113
11 16 0.2127919 0.2037 0.157527191114202
11 17 0.2088858 0.1971 0.158540997619815
11 18 0.2069248 0.19655 0.157956230189302
11 19 0.2067823 0.2024 0.159178549960343
11 20 0.2059286 0.199 0.158759813871586
11 21 0.2060302 0.20135 0.159136707517906
12 0 0.258697 0.245 0.1291236310793
12 1 0.2470114 0.2417 0.133666996060643
12 2 0.237599 0.23275 0.138558526638761
12 3 0.2309256 0.2209 0.141415323208902
12 4 0.2277245 0.2173 0.143416761632897
12 5 0.2257148 0.217 0.145436358643138
12 6 0.2232082 0.2144 0.146450162590838
12 7 0.2216256 0.20865 0.148734696741059
12 8 0.2174299 0.2024 0.148371604996236
12 9 0.2140223 0.2015 0.149403742158223
12 10 0.2116498 0.1949 0.150809191736685
12 11 0.2096412 0.19555 0.150691782177316
12 12 0.2079667 0.1923 0.152538706425838
12 13 0.207638 0.19305 0.153464532380282
12 14 0.206845 0.1839 0.152377690806941
12 15 0.2049454 0.18875 0.151294500113536
12 16 0.2047326 0.1908 0.151699619286707
12 17 0.2039526 0.1899 0.152047625412677
12 18 0.2022334 0.1938 0.152279471373662
12 19 0.2019178 0.1831 0.153237686525645
12 20 0.2004778 0.18195 0.153444254197758
12 21 0.1989171 0.17855 0.153388508605313
13 0 0.251276 0.249 0.128966934887568
13 1 0.2448027 0.23485 0.135860118705103
13 2 0.2380351 0.22975 0.140559332468299
13 3 0.2333827 0.2236 0.141794619590642
13 4 0.2309238 0.22335 0.143566253983458
13 5 0.2280923 0.21775 0.144334774041835
13 6 0.2249375 0.2127 0.145283422993633
13 7 0.2215011 0.209 0.146289913690718
13 8 0.2196982 0.21245 0.146962716349273
13 9 0.2161215 0.19915 0.147317250313702
13 10 0.2121658 0.1979 0.149136621063044
13 11 0.2078399 0.19165 0.14968996674505
13 12 0.2050913 0.1861 0.150597463492319
13 13 0.202155 0.1849 0.151512924799772
13 14 0.1999124 0.1797 0.152538368025753
13 15 0.1970466 0.1785 0.152683940393527
13 16 0.1964777 0.1762 0.152829716531063
13 17 0.1956566 0.1778 0.153018586532043
13 18 0.1936784 0.17925 0.152662301868706
13 19 0.1940327 0.1779 0.153315303681834
13 20 0.1939831 0.1758 0.154669013794678
13 21 0.1922934 0.16935 0.155268635743622
14 0 0.255415 0.244 0.129443123793028
14 1 0.2402445 0.22295 0.139648080388189
14 2 0.2200336 0.1991 0.144421045105308
14 3 0.2073212 0.18345 0.142918313574275
14 4 0.1986544 0.1724 0.142928688760202
14 5 0.1932996 0.16385 0.144064396052772
14 6 0.1888201 0.15335 0.147561236252731
14 7 0.1845842 0.14415 0.150320568664849
14 8 0.1818336 0.13715 0.153507265990088
14 9 0.1782441 0.1326 0.154090933545718
14 10 0.1757694 0.13145 0.155411905799086
14 11 0.1753112 0.129 0.154703294482968
14 12 0.1748287 0.13325 0.154887782835127
14 13 0.1744089 0.1295 0.156012836766806
14 14 0.1723912 0.126 0.158800968732027
14 15 0.1696192 0.11525 0.159148766571599
14 16 0.1678971 0.1138 0.159053392177448
14 17 0.1665088 0.1087 0.158561892951795
14 18 0.1672216 0.1155 0.159146536291097
14 19 0.1670817 0.1086 0.160207211466013
14 20 0.1662962 0.11105 0.159843583783763
14 21 0.1654286 0.107 0.160262751416327
15 0 0.247538 0.21 0.129443432271236
15 1 0.2406789 0.2267 0.13355933070965
15 2 0.2325897 0.2247 0.140562395935261
15 3 0.2253541 0.21435 0.145491040156966
15 4 0.2189825 0.20645 0.149418631740694
15 5 0.2167853 0.20515 0.150531423840584
15 6 0.2148285 0.1997 0.152125219079645
15 7 0.2123954 0.19735 0.153094496255168
15 8 0.2088366 0.1899 0.154743971505055
15 9 0.2072018 0.1896 0.156716881981036
15 10 0.2062296 0.18225 0.156786317876635
15 11 0.2048873 0.1862 0.157370058728127
15 12 0.2038505 0.18325 0.157712427060772
15 13 0.2021125 0.1828 0.158828143894724
15 14 0.1997259 0.17855 0.158522272852051
15 15 0.1981348 0.18145 0.157769348786057
15 16 0.1981556 0.18155 0.158304994930861
15 17 0.1980476 0.18285 0.15890930608936
15 18 0.1970406 0.18185 0.158795225227949
15 19 0.1972076 0.1795 0.158652739005142
15 20 0.1966106 0.18095 0.158769475447814
15 21 0.1983398 0.1797 0.159970159304252
16 0 0.247686 0.215 0.126402400969962
16 1 0.237516 0.22495 0.141101355970298
16 2 0.2216406 0.21615 0.152532139646913
16 3 0.2176098 0.2076 0.155197380876711
16 4 0.2158215 0.2044 0.156876209390789
16 5 0.2138689 0.20775 0.156878065293272
16 6 0.2112198 0.19895 0.159535943176217
16 7 0.2086017 0.1963 0.160751314247014
16 8 0.2062404 0.1939 0.161152438194947
16 9 0.2039739 0.19165 0.161015873317665
16 10 0.2014386 0.18285 0.162398842218761
16 11 0.2026817 0.1898 0.162160367290623
16 12 0.2008898 0.18 0.16201209348192
16 13 0.196632 0.17175 0.161113913890915
16 14 0.1940691 0.16125 0.161196733223698
16 15 0.1916483 0.165 0.16052868390249
16 16 0.189059 0.15615 0.161358112096477
16 17 0.1875143 0.15485 0.162141791979169
16 18 0.1869017 0.1546 0.162720190718846
16 19 0.1849287 0.1511 0.161710314984179
16 20 0.1850525 0.15175 0.161519519963003
16 21 0.183368 0.1482 0.160955996747213
17 0 0.253739 0.246 0.126057277918874
17 1 0.2513114 0.2427 0.132928690457654
17 2 0.2461072 0.23615 0.141044600135515
17 3 0.2428098 0.2289 0.143729913699452
17 4 0.2410311 0.23155 0.146460732242055
17 5 0.2376076 0.2286 0.148639368149908
17 6 0.2356348 0.22855 0.149404232515862
17 7 0.2321729 0.22455 0.150371416893666
17 8 0.2291701 0.21865 0.151568503678361
17 9 0.224818 0.2131 0.152450503482317
17 10 0.22027 0.2096 0.151743552171503
17 11 0.2198458 0.20725 0.151523781693762
17 12 0.2186642 0.2096 0.151404162488284
17 13 0.2180744 0.2087 0.151125990185506
17 14 0.2148538 0.21 0.150967070919661
17 15 0.207547 0.194 0.151005639743138
17 16 0.2050832 0.1911 0.153595046456766
17 17 0.2041459 0.19135 0.153696067563143
17 18 0.2037858 0.1906 0.154141036188931
17 19 0.2038182 0.1876 0.155279841505386
17 20 0.2028582 0.18985 0.155594817458616
17 21 0.2019435 0.18395 0.156232739035378
18 0 0.249774 0.224 0.131572444806016
18 1 0.242428 0.2292 0.137079544708821
18 2 0.2335179 0.21385 0.142982528768808
18 3 0.226703 0.20075 0.146828566017648
18 4 0.2202852 0.1925 0.147753601403444
18 5 0.2155749 0.19085 0.146412325878524
18 6 0.2138107 0.1908 0.147069228234201
18 7 0.2097951 0.19015 0.148243324670284
18 8 0.2061713 0.1859 0.148928530623059
18 9 0.2028166 0.19005 0.149191716904233
18 10 0.2000776 0.1844 0.150207863244307
18 11 0.1985571 0.18465 0.149805597848467
18 12 0.1992819 0.1838 0.151949829658092
18 13 0.1994482 0.18275 0.153386992167283
18 14 0.1987835 0.17955 0.15453251993502
18 15 0.1977699 0.18425 0.155076343057754
18 16 0.1986528 0.1849 0.1561706674428
18 17 0.1975991 0.18135 0.157154817826104
18 18 0.1972586 0.17955 0.157931186171717
18 19 0.1959564 0.1761 0.158182959473224
18 20 0.1952066 0.1743 0.158027381138933
18 21 0.1957118 0.1767 0.158590703106682
19 0 0.246009 0.248 0.125246483386164
19 1 0.2412802 0.2311 0.134399678427895
19 2 0.2365956 0.23125 0.139795117423662
19 3 0.232009 0.22125 0.1416434174846
19 4 0.229498 0.22095 0.143802223889603
19 5 0.2266307 0.2151 0.146378553922897
19 6 0.2249909 0.21625 0.146462984993353
19 7 0.2209297 0.21025 0.147025126545587
19 8 0.2172263 0.20755 0.145708794968736
19 9 0.2152104 0.2074 0.146728946890843
19 10 0.2108379 0.2017 0.146937205076951
19 11 0.2100251 0.2011 0.146728912603426
19 12 0.209247 0.1959 0.149557564623579
19 13 0.2072813 0.19345 0.151272813302174
19 14 0.2065705 0.1926 0.152103204451959
19 15 0.2048035 0.19085 0.151719784902566
19 16 0.2017773 0.19005 0.15144468358743
19 17 0.2012329 0.1868 0.15273987979067
19 18 0.200086 0.18645 0.153064244835452
19 19 0.199541 0.18565 0.153665102488245
19 20 0.1994739 0.1835 0.153942411618387
19 21 0.1977305 0.1861 0.154520068377157
20 0 0.255509 0.242 0.125339698256215
20 1 0.2475585 0.235 0.134776270354988
20 2 0.2295339 0.20365 0.143566511847694
20 3 0.2202878 0.2012 0.146028022908737
20 4 0.2134947 0.1917 0.145792885311037
20 5 0.2083964 0.18275 0.145447843167653
20 6 0.2050182 0.17995 0.145523670333686
20 7 0.2008697 0.17625 0.146181243830931
20 8 0.1987291 0.17185 0.146964373404714
20 9 0.1966836 0.16835 0.147657747922558
20 10 0.1927729 0.1644 0.147614890208954
20 11 0.1894234 0.16415 0.147668033034982
20 12 0.187564 0.1595 0.147750212958999
20 13 0.1827027 0.15735 0.146967721333032
20 14 0.178681 0.14155 0.148285800863528
20 15 0.1749254 0.14485 0.146731888770035
20 16 0.1709703 0.13945 0.145620712949601
20 17 0.1710883 0.13665 0.146349167718857
20 18 0.1727413 0.13945 0.146971637626369
20 19 0.1719722 0.1383 0.146319802048908
20 20 0.1720497 0.1363 0.147668224491373
20 21 0.1722314 0.1399 0.148482173441359
21 0 0.260325 0.257 0.128208794042647
21 1 0.2523466 0.2473 0.134277140269068
21 2 0.2483496 0.2457 0.138706212814399
21 3 0.2455752 0.24105 0.141477180200474
21 4 0.2429562 0.23675 0.144192624272029
21 5 0.2387967 0.22725 0.14617117414614
21 6 0.2350001 0.224 0.147735632286314
21 7 0.2299353 0.2246 0.148455174995326
21 8 0.2275313 0.218 0.14920872331544
21 9 0.2227096 0.21085 0.14923379896858
21 10 0.2175124 0.2025 0.149137432591687
21 11 0.2159642 0.20195 0.149732311955715
21 12 0.2147697 0.1983 0.151188172802986
21 13 0.2142578 0.19925 0.150621019418442
21 14 0.2128622 0.2008 0.149761462355196
21 15 0.2128508 0.19945 0.151064380667537
21 16 0.2109986 0.1944 0.152413982692403
21 17 0.2093915 0.19255 0.153365286387823
21 18 0.208559 0.1895 0.153567353011345
21 19 0.2072099 0.19005 0.153421262397836
21 20 0.2073911 0.1948 0.154168921404793
21 21 0.2073445 0.1944 0.154285170069756
22 0 0.259688 0.252 0.131762354160716
22 1 0.2546527 0.24875 0.133773203081083
22 2 0.249678 0.2381 0.137305581090495
22 3 0.2451671 0.234 0.138973447632045
22 4 0.2429885 0.2339 0.142501582161984
22 5 0.2397909 0.22955 0.143249868453699
22 6 0.2365605 0.2237 0.144288903098289
22 7 0.2344362 0.22795 0.146618858060957
22 8 0.2312422 0.2211 0.148576000980061
22 9 0.2271546 0.21805 0.149236034028959
22 10 0.221564 0.2078 0.149372138968082
22 11 0.2186247 0.20735 0.149555078420599
22 12 0.217104 0.2057 0.151516656051607
22 13 0.2163803 0.20015 0.153040773980042
22 14 0.2162633 0.20165 0.153441336499839
22 15 0.2156027 0.19665 0.15371434123533
22 16 0.2134551 0.1947 0.153856559479552
22 17 0.2115546 0.19115 0.154196945160197
22 18 0.2101653 0.19065 0.154690563501289
22 19 0.2089907 0.19185 0.154670641010829
22 20 0.2086342 0.19145 0.154359122467864
22 21 0.208568 0.1952 0.154295559870645
23 0 0.254356 0.244 0.130636553740418
23 1 0.2450863 0.23925 0.138914482310901
23 2 0.2398043 0.23705 0.144971145627585
23 3 0.2354959 0.2356 0.147772187547598
23 4 0.2312216 0.22535 0.149776453287556
23 5 0.2275968 0.2197 0.150882394555318
23 6 0.2216602 0.2148 0.150722729663436
23 7 0.2149388 0.2068 0.151835306351371
23 8 0.2103912 0.19675 0.152510132919761
23 9 0.2066882 0.18885 0.153268953715137
23 10 0.2019553 0.17975 0.154277196452539
23 11 0.2016587 0.18175 0.15471049104812
23 12 0.2010733 0.1828 0.154764786421932
23 13 0.2001142 0.18075 0.154620504263499
23 14 0.1976192 0.17995 0.154843825843208
23 15 0.1968745 0.1806 0.155836227847249
23 16 0.197192 0.1839 0.158419631408534
23 17 0.1969839 0.18155 0.158998283591286
23 18 0.1962116 0.17705 0.15922488187607
23 19 0.1952393 0.1767 0.15853419787985
23 20 0.194843 0.17705 0.158553189134703
23 21 0.1946826 0.17655 0.159100918852217
24 0 0.252583 0.249 0.128852178852338
24 1 0.246416 0.2358 0.135568374217913
24 2 0.2418777 0.23175 0.141323186617716
24 3 0.2379144 0.22795 0.145773395568243
24 4 0.23268 0.21925 0.147785397057976
24 5 0.2287539 0.21145 0.149753193634706
24 6 0.226082 0.21065 0.150898796094146
24 7 0.2221954 0.19865 0.150891624290817
24 8 0.218732 0.20215 0.152746559068633
24 9 0.2159283 0.19565 0.154696861920978
24 10 0.2116104 0.1907 0.155731913237591
24 11 0.2109557 0.19625 0.15625970236146
24 12 0.2103946 0.1923 0.15740184125502
24 13 0.2091312 0.1943 0.158480727811452
24 14 0.2068647 0.18695 0.159458472362927
24 15 0.2047823 0.1813 0.159856144779404
24 16 0.2036069 0.17595 0.160081292231518
24 17 0.2039426 0.1817 0.161474348769551
24 18 0.2041405 0.1811 0.162514838468592
24 19 0.2054645 0.183 0.16364725299608
24 20 0.2045364 0.18535 0.164021497086652
24 21 0.2035488 0.184 0.16325916106679
25 0 0.248607 0.2285 0.127965877548731
25 1 0.2373622 0.2312 0.136694968545245
25 2 0.227394 0.2301 0.147293979375806
25 3 0.2228994 0.2312 0.149369745666787
25 4 0.2198023 0.2228 0.151336328847832
25 5 0.2173089 0.2217 0.151975042043732
25 6 0.213817 0.2085 0.152068171159121
25 7 0.2108042 0.2084 0.15299679212572
25 8 0.2077637 0.2062 0.152645297992795
25 9 0.2065116 0.2059 0.153618507059375
25 10 0.2064408 0.19705 0.154944604894607
25 11 0.2023078 0.19635 0.153101812151405
25 12 0.2002924 0.19285 0.153247045123484
25 13 0.1966252 0.18505 0.152364244585099
25 14 0.1955679 0.1766 0.153312651495885
25 15 0.194292 0.1747 0.15412053638544
25 16 0.194623 0.17175 0.154657048509448
25 17 0.1924927 0.1684 0.153954616821811
25 18 0.1918952 0.17075 0.154410484471342
25 19 0.1894153 0.16215 0.153313760129204
25 20 0.1884511 0.1664 0.15285598140027
25 21 0.1880541 0.16495 0.153832790492211
26 0 0.250646 0.236 0.128246340329102
26 1 0.2469071 0.23105 0.134999697028504
26 2 0.2411852 0.2283 0.142450876280608
26 3 0.2361637 0.22355 0.146257732022914
26 4 0.2342856 0.2135 0.147465701455443
26 5 0.2305144 0.2158 0.147484070474352
26 6 0.2247984 0.20635 0.148359740057436
26 7 0.2210875 0.20705 0.149122959838185
26 8 0.2162641 0.20165 0.14993095728749
26 9 0.2126494 0.1942 0.150990702799782
26 10 0.2089636 0.19035 0.151299037782379
26 11 0.2091806 0.1904 0.15264919921723
26 12 0.2081129 0.18665 0.153132784253416
26 13 0.2066629 0.1827 0.152883507221578
26 14 0.2057829 0.1826 0.154796990493536
26 15 0.205019 0.1843 0.155626810746809
26 16 0.2032672 0.18475 0.155456484273454
26 17 0.2032969 0.18965 0.15621848096235
26 18 0.2027017 0.1898 0.155919727900797
26 19 0.2019868 0.18855 0.156238658097297
26 20 0.2005344 0.1831 0.156512471293218
26 21 0.2012295 0.1826 0.157627953902858
27 0 0.258811 0.25 0.132035861597324
27 1 0.2543602 0.24225 0.136397573490198
27 2 0.2486373 0.2414 0.142071589965712
27 3 0.2440597 0.23855 0.143406769740893
27 4 0.2393934 0.23235 0.145280169410915
27 5 0.2364058 0.2272 0.147922262970258
27 6 0.2320711 0.2214 0.147294587104144
27 7 0.2270974 0.21055 0.149609114094898
27 8 0.2232028 0.2047 0.150007907339661
27 9 0.2183046 0.202 0.152341238841923
27 10 0.2150498 0.19505 0.153610675604333
27 11 0.2129396 0.19675 0.15259888509282
27 12 0.2122533 0.19455 0.152312486167591
27 13 0.2124166 0.18965 0.153571134976394
27 14 0.2106065 0.1837 0.153585005849438
27 15 0.2098494 0.186 0.15467107674553
27 16 0.2076371 0.1888 0.15555870385142
27 17 0.2051591 0.1863 0.155890476096931
27 18 0.203656 0.18575 0.156794149729476
27 19 0.2049329 0.18325 0.157760619422689
27 20 0.2056185 0.1865 0.157664266111756
27 21 0.2048267 0.18365 0.157222289403874
28 0 0.264365 0.25 0.131908079799975
28 1 0.2500738 0.2387 0.141144295406104
28 2 0.2402243 0.22735 0.146264720722524
28 3 0.2331557 0.22265 0.147748948555681
28 4 0.2276154 0.21695 0.147644784822646
28 5 0.225327 0.21515 0.147816753595943
28 6 0.2227163 0.21485 0.148829714399371
28 7 0.2178882 0.2069 0.149407344047122
28 8 0.214559 0.2024 0.150302614331471
28 9 0.2111385 0.19695 0.151195931418234
28 10 0.2065066 0.18845 0.150909114759041
28 11 0.2015544 0.18295 0.152496822594904
28 12 0.1986065 0.17435 0.154688829207644
28 13 0.1950253 0.17115 0.155168146614032
28 14 0.1933329 0.1695 0.155338579309236
28 15 0.1926633 0.1662 0.156211920310702
28 16 0.1921003 0.16135 0.156745467594829
28 17 0.1919393 0.165 0.156719049467434
28 18 0.1915779 0.16635 0.156366531309305
